LSOA Code,LSOA Name,Total samples,Number of exceedances,Exceedance rate (failures/total samples),Latitude,Longitude
E01034446,Milton Keynes 002G,7,0,0.0,52.08656,-0.78307
E01034447,Milton Keynes 002H,6,0,0.0,52.08299,-0.8265
E01034448,Milton Keynes 002I,4,0,0.0,52.07399,-0.77422
E01034449,Milton Keynes 010E,10,0,0.0,52.06291,-0.83166
E01034450,Milton Keynes 010F,3,0,0.0,52.06026,-0.82351
E01034451,Milton Keynes 024E,15,0,0.0,52.03277,-0.65951
E01034418,Bedford 012G,4,0,0.0,52.13757,-0.45936
E01033951,Buckinghamshire 001C,2,0,0.0,52.04689,-0.99572
E01033952,Buckinghamshire 001D,3,0,0.0,52.03174,-0.93654
E01033953,Buckinghamshire 001E,4,0,0.0,51.98737,-0.96825
E01033954,Buckinghamshire 001F,3,0,0.0,51.98815,-0.98038
E01034412,Bedford 004H,4,0,0.0,52.18217,-0.43434
E01034413,Bedford 004I,1,0,0.0,52.15784,-0.39294
E01034414,Bedford 008F,4,0,0.0,52.13921,-0.51538
E01034415,Bedford 008G,4,0,0.0,52.13235,-0.50512
E01034416,Bedford 008H,6,0,0.0,52.12692,-0.51348
E01034417,Bedford 008I,3,0,0.0,52.12423,-0.50975
E01033500,Milton Keynes 014F,4,0,0.0,52.03623,-0.77057
E01034419,Bedford 012H,1,0,0.0,52.13656,-0.46372
E01034420,Bedford 015G,6,0,0.0,52.13136,-0.46807
E01034421,Bedford 015H,3,0,0.0,52.128,-0.47465
E01034422,Bedford 018F,5,0,0.0,52.11349,-0.51491
E01034423,Bedford 018G,2,0,0.0,52.10945,-0.49482
E01034424,Bedford 018H,3,0,0.0,52.1022,-0.5046
E01034425,Bedford 020E,6,0,0.0,52.09506,-0.55202
E01034426,Bedford 020F,3,0,0.0,52.09044,-0.52423
E01034427,Bedford 021A,1,0,0.0,52.11685,-0.4321
E01034428,Bedford 021C,3,0,0.0,52.10689,-0.42608
E01033130,Ipswich 012G,4,0,0.0,52.04985,1.152558
E01033050,West Suffolk 012F,4,0,0.0,52.24296,0.749109
E01033111,Fenland 003H,5,0,0.0,52.64223,0.140074
E01033112,Fenland 003I,3,0,0.0,52.66367,0.158408
E01033122,Ipswich 012F,6,0,0.0,52.0467,1.155895
E01033123,Ipswich 011E,6,0,0.0,52.05057,1.170916
E01033124,Ipswich 007F,1,0,0.0,52.05323,1.153321
E01033125,Ipswich 007G,4,0,0.0,52.05625,1.152863
E01033126,Ipswich 011F,3,0,0.0,52.05015,1.160777
E01033127,Ipswich 014E,4,0,0.0,52.02798,1.208728
E01033128,Ipswich 014F,3,0,0.0,52.03135,1.193207
E01033129,Ipswich 007H,4,0,0.0,52.05594,1.162966
E01033049,West Suffolk 013F,1,0,0.0,52.24912,0.715894
E01033131,Ipswich 014G,5,0,0.0,52.03617,1.199369
E01033173,Peterborough 016F,1,0,0.0,52.5644,-0.26236
E01033174,Peterborough 022C,10,0,0.0,52.54167,-0.25203
E01033175,Peterborough 023B,4,0,0.0,52.53792,-0.27122
E01033177,Peterborough 023D,5,0,0.0,52.52856,-0.27033
E01033179,Peterborough 022D,8,0,0.0,52.55277,-0.25374
E01033180,Peterborough 023F,3,0,0.0,52.53616,-0.29202
E01033181,Peterborough 022E,1,0,0.0,52.54097,-0.2626
E01033182,Peterborough 016G,6,0,0.0,52.55992,-0.25641
E01033188,Central Bedfordshire 014E,5,0,0.0,52.01853,-0.23824
E01033038,King's Lynn and West Norfolk 017G,4,0,0.0,52.60422,0.370874
E01032991,North Kesteven 014E,4,0,0.0,53.19853,-0.60201
E01032992,North Kesteven 014F,3,0,0.0,53.18742,-0.60772
E01032993,North Kesteven 013D,8,0,0.0,53.18014,-0.59734
E01032994,North Kesteven 003H,1,0,0.0,53.16224,-0.61764
E01032995,South Holland 006F,4,0,0.0,52.79112,-0.15075
E01032996,South Holland 006G,2,0,0.0,52.80013,-0.13824
E01032997,South Kesteven 011E,4,0,0.0,52.75899,-0.36371
E01032998,South Kesteven 011F,5,0,0.0,52.75771,-0.37547
E01032999,South Kesteven 011G,8,0,0.0,52.76234,-0.37078
E01033036,King's Lynn and West Norfolk 017E,7,0,0.0,52.60552,0.388624
E01033037,King's Lynn and West Norfolk 017F,1,0,0.0,52.60913,0.394108
E01033189,Central Bedfordshire 014F,3,0,0.0,52.00406,-0.2427
E01033039,King's Lynn and West Norfolk 017H,3,0,0.0,52.6018,0.380845
E01033040,Breckland 010F,7,0,0.0,52.55986,0.853652
E01033041,Breckland 010G,3,0,0.0,52.5585,0.872273
E01033042,Breckland 001F,11,0,0.0,52.75193,0.967508
E01033043,West Suffolk 011D,8,0,0.0,52.2505,0.705443
E01033044,West Suffolk 012D,4,0,0.0,52.24973,0.755696
E01033045,West Suffolk 012E,3,0,0.0,52.24823,0.752131
E01033046,West Suffolk 011E,6,0,0.0,52.24983,0.711893
E01033047,West Suffolk 011F,2,0,0.0,52.24901,0.699961
E01033048,West Suffolk 013E,3,0,0.0,52.2506,0.72668
E01033454,West Suffolk 007D,2,0,0.0,52.30838,0.484374
E01033441,Norwich 014D,1,0,0.0,52.6176,1.314293
E01033442,East Suffolk 025F,5,0,0.0,52.05519,1.252566
E01033443,East Suffolk 023B,3,0,0.0,52.096,1.375239
E01033444,East Suffolk 025G,2,0,0.0,52.05881,1.246322
E01033445,East Suffolk 023C,5,0,0.0,52.12721,1.42245
E01033446,East Suffolk 023D,4,0,0.0,52.08568,1.433211
E01033447,East Suffolk 025H,7,0,0.0,52.06827,1.257369
E01033448,East Suffolk 023E,6,0,0.0,52.04007,1.387254
E01033449,East Suffolk 023F,4,0,0.0,52.14722,1.405417
E01033450,East Suffolk 028E,6,0,0.0,51.97243,1.361423
E01033452,West Suffolk 007C,5,0,0.0,52.29786,0.511183
E01033440,Norwich 014C,4,0,0.0,52.62672,1.30069
E01033458,Braintree 009E,5,0,0.0,51.87714,0.560911
E01033459,Braintree 009F,6,0,0.0,51.87764,0.555317
E01033465,Hartlepool 001F,6,0,0.0,54.70787,-1.24746
E01033466,Hartlepool 003I,5,0,0.0,54.69606,-1.22273
E01033467,Hartlepool 001G,7,0,0.0,54.70528,-1.23979
E01033476,Stockton-on-Tees 005F,3,0,0.0,54.63299,-1.36365
E01033480,Stockton-on-Tees 005G,3,0,0.0,54.61953,-1.36203
E01033497,Milton Keynes 023E,5,0,0.0,52.00962,-0.71573
E01033498,Milton Keynes 023F,4,0,0.0,52.00228,-0.7285
E01033499,Milton Keynes 014E,1,0,0.0,52.04255,-0.75559
E01033425,East Cambridgeshire 004F,2,0,0.0,52.40135,0.241834
E01033191,Central Bedfordshire 024E,8,0,0.0,51.91064,-0.63923
E01033192,Central Bedfordshire 024F,1,0,0.0,51.90689,-0.64529
E01033244,North Northamptonshire 035D,5,0,0.0,52.30915,-0.60269
E01033245,North Northamptonshire 035E,1,0,0.0,52.30521,-0.59648
E01033296,North Lincolnshire 018F,4,0,0.0,53.5607,-0.62638
E01033297,North Lincolnshire 018G,3,0,0.0,53.55787,-0.63156
E01033316,Mid Suffolk 010F,2,0,0.0,52.19294,1.007189
E01033317,Mid Suffolk 010G,6,0,0.0,52.18992,1.000518
E01033319,Mid Suffolk 010H,7,0,0.0,52.18321,1.014726
E01033414,North East Lincolnshire 009E,9,0,0.0,53.56526,-0.11581
E01034452,Milton Keynes 024F,6,0,0.0,52.01711,-0.65765
E01033426,East Cambridgeshire 003F,3,0,0.0,52.4102,0.2635
E01033427,East Cambridgeshire 006G,4,0,0.0,52.34402,0.321151
E01033429,East Cambridgeshire 006H,4,0,0.0,52.34578,0.335486
E01033430,East Cambridgeshire 003G,3,0,0.0,52.40642,0.271746
E01033431,Bedford 004F,7,0,0.0,52.1667,-0.44629
E01033434,Norwich 011G,3,0,0.0,52.62316,1.286485
E01033435,Norwich 005G,1,0,0.0,52.63058,1.2189
E01033436,Norwich 005H,3,0,0.0,52.63571,1.220459
E01033437,Norwich 011H,4,0,0.0,52.6272,1.284719
E01033438,Norwich 014A,4,0,0.0,52.63161,1.30162
E01035411,North Northamptonshire 014D,2,0,0.0,52.42389,-0.8029
E01035400,West Northamptonshire 004E,3,0,0.0,52.3316,-1.23283
E01035401,West Northamptonshire 003E,4,0,0.0,52.29622,-0.90198
E01035402,West Northamptonshire 003F,7,0,0.0,52.28453,-0.91237
E01035403,West Northamptonshire 010D,2,0,0.0,52.28167,-1.17586
E01035404,West Northamptonshire 010E,3,0,0.0,52.279,-1.16191
E01035405,West Northamptonshire 010F,6,0,0.0,52.27737,-1.15088
E01035406,West Northamptonshire 010G,4,0,0.0,52.27416,-1.17941
E01035407,North Northamptonshire 011E,6,0,0.0,52.39305,-0.53603
E01035408,North Northamptonshire 011F,6,0,0.0,52.39137,-0.51317
E01035409,North Northamptonshire 039E,4,0,0.0,52.28138,-0.58693
E01035410,North Northamptonshire 039F,4,0,0.0,52.27864,-0.59521
E01035399,West Northamptonshire 004D,7,0,0.0,52.34042,-1.1898
E01035412,North Northamptonshire 014E,1,0,0.0,52.412,-0.78361
E01035413,North Northamptonshire 018F,1,0,0.0,52.39729,-0.72518
E01035414,North Northamptonshire 018G,5,0,0.0,52.39908,-0.73218
E01035415,North Northamptonshire 023D,4,0,0.0,52.36392,-0.64795
E01035416,North Northamptonshire 023E,3,0,0.0,52.36329,-0.67192
E01035417,West Northamptonshire 034D,3,0,0.0,52.23842,-0.8913
E01035418,West Northamptonshire 034E,6,0,0.0,52.23508,-0.88848
E01035419,West Northamptonshire 044D,4,0,0.0,52.19836,-0.88473
E01035420,West Northamptonshire 044E,6,0,0.0,52.19452,-0.90063
E01035421,West Northamptonshire 035B,2,0,0.0,52.2434,-0.95266
E01035170,Colchester 023D,2,0,0.0,51.91628,0.896044
E01035159,Colchester 010F,3,0,0.0,51.88047,0.815252
E01035160,Colchester 010G,4,0,0.0,51.86637,0.796183
E01035161,Colchester 011G,1,0,0.0,51.88579,0.908193
E01035162,Colchester 011H,3,0,0.0,51.88375,0.908425
E01035163,Colchester 011I,5,0,0.0,51.8826,0.920078
E01035164,Colchester 011J,4,0,0.0,51.88193,0.923595
E01035165,Colchester 015H,4,0,0.0,51.87089,0.886963
E01035166,Colchester 015I,3,0,0.0,51.86447,0.882543
E01035167,Colchester 023A,4,0,0.0,51.92378,0.916469
E01035168,Colchester 023B,2,0,0.0,51.92213,0.903054
E01035169,Colchester 023C,5,0,0.0,51.91914,0.884826
E01035422,West Northamptonshire 035C,2,0,0.0,52.23699,-0.9453
E01035171,Colchester 023E,2,0,0.0,51.91395,0.889742
E01035172,Colchester 023F,6,0,0.0,51.91111,0.881547
E01035173,Colchester 024B,2,0,0.0,51.91141,0.903961
E01035174,Colchester 024C,3,0,0.0,51.90874,0.895747
E01035175,Colchester 024D,7,0,0.0,51.90576,0.899525
E01035176,Colchester 024E,4,0,0.0,51.9038,0.906334
E01035188,Hartlepool 015C,4,0,0.0,54.68855,-1.22185
E01035395,North Northamptonshire 006E,4,0,0.0,52.49843,-0.63978
E01035396,North Northamptonshire 006F,5,0,0.0,52.48957,-0.61687
E01035398,North Northamptonshire 006H,2,0,0.0,52.47764,-0.65663
E01011970,Hartlepool 001C,3,0,0.0,54.71688,-1.25676
E01035532,East Cambridgeshire 001G,5,0,0.0,52.45561,0.292278
E01035534,East Cambridgeshire 003I,4,0,0.0,52.40507,0.276337
E01035536,Fenland 011F,6,0,0.0,52.46071,0.047638
E01035537,Fenland 011G,3,0,0.0,52.45889,0.030067
E01035538,Peterborough 007G,8,0,0.0,52.60899,-0.22366
E01035539,Peterborough 007H,2,0,0.0,52.60495,-0.23652
E01011983,Hartlepool 015F,3,0,0.0,54.6881,-1.24103
E01011966,Hartlepool 015E,6,0,0.0,54.68819,-1.2326
E01011967,Hartlepool 007C,3,0,0.0,54.68109,-1.22349
E01011968,Hartlepool 014D,7,0,0.0,54.64236,-1.26151
E01011969,Hartlepool 001B,6,0,0.0,54.71718,-1.24098
E01035531,East Cambridgeshire 001F,7,0,0.0,52.45723,0.298426
E01011971,Hartlepool 001D,3,0,0.0,54.71164,-1.25287
E01011975,Hartlepool 015D,3,0,0.0,54.68776,-1.22757
E01011977,Hartlepool 012C,1,0,0.0,54.66067,-1.24777
E01011978,Hartlepool 012D,4,0,0.0,54.66253,-1.24338
E01011979,Hartlepool 012E,2,0,0.0,54.66439,-1.2408
E01011980,Hartlepool 009B,8,0,0.0,54.67204,-1.24634
E01011981,Hartlepool 009C,5,0,0.0,54.67345,-1.23989
E01011982,Hartlepool 014E,3,0,0.0,54.68162,-1.2525
E01011965,Hartlepool 015G,2,0,0.0,54.68264,-1.22942
E01007599,Doncaster 026A,2,0,0.0,53.49935,-0.9784
E01035473,North East Lincolnshire 002E,9,0,0.0,53.57083,-0.07033
E01035423,West Northamptonshire 035D,8,0,0.0,52.23394,-0.9436
E01035424,West Northamptonshire 039D,9,0,0.0,52.22476,-0.95216
E01035425,West Northamptonshire 050D,5,0,0.0,52.08274,-0.85892
E01035426,West Northamptonshire 050E,7,0,0.0,52.05207,-0.86139
E01035427,West Northamptonshire 051E,4,0,0.0,52.04723,-1.15095
E01035428,West Northamptonshire 051F,7,0,0.0,52.03978,-1.14174
E01035429,North Northamptonshire 030D,3,0,0.0,52.30309,-0.66126
E01035430,North Northamptonshire 030E,7,0,0.0,52.29977,-0.67865
E01035431,North Northamptonshire 032D,5,0,0.0,52.30219,-0.69223
E01035432,North Northamptonshire 032E,4,0,0.0,52.30212,-0.69854
E01035158,Colchester 007G,4,0,0.0,51.88878,0.897049
E01035474,North East Lincolnshire 007E,6,0,0.0,53.58348,-0.14748
E01035475,North East Lincolnshire 007F,5,0,0.0,53.57388,-0.17391
E01035476,North East Lincolnshire 020F,3,0,0.0,53.53236,-0.0252
E01035477,North East Lincolnshire 021F,6,0,0.0,53.53963,-0.09968
E01035478,North East Lincolnshire 021G,7,0,0.0,53.53916,-0.10662
E01035479,North East Lincolnshire 022F,5,0,0.0,53.53151,-0.04603
E01035480,North East Lincolnshire 022G,3,0,0.0,53.52396,-0.04915
E01035481,North Lincolnshire 015E,1,0,0.0,53.56812,-0.62713
E01035482,North Lincolnshire 015F,6,0,0.0,53.56359,-0.62143
E01035483,North Lincolnshire 015G,1,0,0.0,53.56284,-0.61279
E01034683,Boston 009E,1,0,0.0,52.96599,-0.04023
E01034567,West Suffolk 007F,4,0,0.0,52.30099,0.499817
E01034568,West Suffolk 008E,2,0,0.0,52.25628,0.414188
E01034569,West Suffolk 008F,4,0,0.0,52.25031,0.40248
E01034572,West Suffolk 016C,5,0,0.0,52.27566,0.723908
E01034573,West Suffolk 016D,5,0,0.0,52.27073,0.688674
E01034574,West Suffolk 018C,1,0,0.0,52.1312,0.541094
E01034575,West Suffolk 018D,3,0,0.0,52.08753,0.526306
E01034679,Boston 002F,3,0,0.0,52.98827,-0.05406
E01034680,Boston 002G,2,0,0.0,52.98362,-0.03734
E01034681,Boston 003E,6,0,0.0,52.97611,-0.02763
E01034682,Boston 003F,1,0,0.0,52.97028,-0.0294
E01034566,West Suffolk 007E,4,0,0.0,52.30589,0.499477
E01034684,Boston 009F,6,0,0.0,52.96188,-0.01739
E01034685,East Lindsey 012E,2,0,0.0,53.16287,0.314202
E01034686,East Lindsey 012F,3,0,0.0,53.15976,0.333631
E01034687,Lincoln 005E,5,0,0.0,53.2329,-0.54691
E01034688,Lincoln 005F,2,0,0.0,53.23036,-0.54346
E01034690,Lincoln 007F,7,0,0.0,53.21083,-0.60802
E01034691,Lincoln 008E,2,0,0.0,53.22392,-0.56026
E01034692,Lincoln 008F,5,0,0.0,53.219,-0.54987
E01034693,North Kesteven 003I,3,0,0.0,53.15264,-0.65348
E01034694,North Kesteven 003J,5,0,0.0,53.14465,-0.67779
E01034464,Milton Keynes 036C,3,0,0.0,52.03427,-0.83674
E01034453,Milton Keynes 032E,2,0,0.0,51.98107,-0.74202
E01034454,Milton Keynes 032F,4,0,0.0,51.97702,-0.72578
E01034455,Milton Keynes 032G,2,0,0.0,51.97359,-0.74253
E01034456,Milton Keynes 033C,6,0,0.0,52.0423,-0.69994
E01034457,Milton Keynes 033D,2,0,0.0,52.04029,-0.71795
E01034458,Milton Keynes 034A,6,0,0.0,52.05038,-0.68214
E01034459,Milton Keynes 034B,5,0,0.0,52.04825,-0.68768
E01034460,Milton Keynes 034D,2,0,0.0,52.04576,-0.67706
E01034461,Milton Keynes 034E,2,0,0.0,52.04328,-0.6833
E01034462,Milton Keynes 036A,4,0,0.0,52.05175,-0.84884
E01034463,Milton Keynes 036B,4,0,0.0,52.04662,-0.8398
E01034695,North Kesteven 011F,6,0,0.0,52.9874,-0.44502
E01034465,Milton Keynes 036F,4,0,0.0,52.00947,-0.81471
E01034466,Milton Keynes 037A,7,0,0.0,52.03253,-0.8127
E01034467,Milton Keynes 037B,4,0,0.0,52.02505,-0.81289
E01034559,Babergh 004G,7,0,0.0,52.05134,0.977521
E01034560,Babergh 004H,3,0,0.0,52.04975,0.949933
E01034561,West Suffolk 001C,9,0,0.0,52.42196,0.474751
E01034562,West Suffolk 001D,1,0,0.0,52.39169,0.54167
E01034563,West Suffolk 001E,4,0,0.0,52.38673,0.533302
E01034564,West Suffolk 003E,4,0,0.0,52.37629,0.564721
E01034565,West Suffolk 003F,3,0,0.0,52.36853,0.495857
E01035145,South Norfolk 007F,5,0,0.0,52.58623,1.147388
E01035134,Breckland 007G,6,0,0.0,52.64504,0.66996
E01035135,Breckland 011F,4,0,0.0,52.50967,0.998363
E01035136,Breckland 011G,7,0,0.0,52.50322,0.983939
E01035137,Norwich 014E,3,0,0.0,52.62738,1.308544
E01035138,Norwich 014F,1,0,0.0,52.62375,1.313414
E01035139,Norwich 017B,1,0,0.0,52.62687,1.290592
E01035140,Norwich 017C,2,0,0.0,52.62352,1.297715
E01035141,South Norfolk 002F,9,0,0.0,52.6078,1.227569
E01035142,South Norfolk 002G,3,0,0.0,52.60589,1.243546
E01035143,South Norfolk 006H,6,0,0.0,52.5792,1.353442
E01035144,South Norfolk 006I,10,0,0.0,52.57482,1.337253
E01035133,Breckland 007F,1,0,0.0,52.64747,0.683828
E01035146,South Norfolk 007G,3,0,0.0,52.58526,1.135934
E01035147,South Norfolk 007H,3,0,0.0,52.58135,1.128154
E01035148,South Norfolk 007I,4,0,0.0,52.57866,1.134946
E01035149,South Norfolk 007J,6,0,0.0,52.57456,1.132955
E01035150,South Norfolk 016A,3,0,0.0,52.6718,1.192418
E01035151,South Norfolk 016B,2,0,0.0,52.66521,1.178654
E01035152,South Norfolk 016C,6,0,0.0,52.66195,1.180799
E01035153,South Norfolk 016F,5,0,0.0,52.65623,1.189315
E01035156,Braintree 011G,1,0,0.0,51.87227,0.563163
E01035157,Colchester 007F,6,0,0.0,51.89095,0.900852
E01034765,Broadland 013F,1,0,0.0,52.66328,1.345012
E01034696,North Kesteven 011G,5,0,0.0,52.98567,-0.43002
E01034698,South Holland 006I,1,0,0.0,52.79166,-0.17633
E01034699,South Holland 009F,4,0,0.0,52.78321,-0.16261
E01034700,South Holland 009G,5,0,0.0,52.77774,-0.16152
E01034701,South Kesteven 004F,2,0,0.0,52.92118,-0.66169
E01034702,South Kesteven 004G,3,0,0.0,52.91589,-0.6614
E01034703,South Kesteven 010E,3,0,0.0,52.7648,-0.38859
E01034704,South Kesteven 010F,4,0,0.0,52.76297,-0.39871
E01034705,South Kesteven 010G,6,0,0.0,52.75834,-0.38435
E01034706,West Lindsey 009E,8,0,0.0,53.28274,-0.66957
E01032989,North Kesteven 013C,1,0,0.0,53.17902,-0.60918
E01034766,Broadland 013G,5,0,0.0,52.658,1.333753
E01034768,King's Lynn and West Norfolk 011G,3,0,0.0,52.75512,0.393464
E01034769,King's Lynn and West Norfolk 011H,1,0,0.0,52.75471,0.404409
E01034770,King's Lynn and West Norfolk 017I,4,0,0.0,52.61005,0.380141
E01034771,King's Lynn and West Norfolk 017J,3,0,0.0,52.609,0.37097
E01034772,King's Lynn and West Norfolk 017K,4,0,0.0,52.59814,0.365791
E01034773,King's Lynn and West Norfolk 017L,2,0,0.0,52.59713,0.385509
E01034774,North Norfolk 005D,3,0,0.0,52.90169,1.368134
E01034775,North Norfolk 005E,5,0,0.0,52.90626,1.328578
E01034776,North Norfolk 006E,4,0,0.0,52.90303,1.209711
E01029969,Ipswich 012B,3,0,0.0,52.03901,1.150088
E01029956,West Suffolk 008D,4,0,0.0,52.26367,0.38201
E01029957,West Suffolk 007B,5,0,0.0,52.24576,0.47938
E01029958,Ipswich 007A,1,0,0.0,52.05721,1.179644
E01029960,Ipswich 007C,10,0,0.0,52.05734,1.170302
E01029961,Ipswich 007D,4,0,0.0,52.05516,1.175983
E01029962,Ipswich 007E,5,0,0.0,52.05751,1.168855
E01029964,Ipswich 009B,2,0,0.0,52.06117,1.191205
E01029965,Ipswich 009C,3,0,0.0,52.05351,1.200726
E01029966,Ipswich 009D,7,0,0.0,52.04682,1.19854
E01029967,Ipswich 009E,2,0,0.0,52.04428,1.204281
E01029968,Ipswich 012A,5,0,0.0,52.04762,1.148243
E01029955,West Suffolk 008C,6,0,0.0,52.26066,0.402365
E01029970,Ipswich 012C,6,0,0.0,52.04388,1.144903
E01029971,Ipswich 012D,5,0,0.0,52.03877,1.142429
E01029973,Ipswich 002A,3,0,0.0,52.07441,1.148758
E01029974,Ipswich 002B,6,0,0.0,52.07046,1.13962
E01029975,Ipswich 002C,4,0,0.0,52.07819,1.138266
E01029976,Ipswich 002D,6,0,0.0,52.0766,1.130271
E01029977,Ipswich 002E,5,0,0.0,52.07503,1.139095
E01029978,Ipswich 016A,2,0,0.0,52.03598,1.18852
E01029979,Ipswich 016B,3,0,0.0,52.03459,1.180649
E01029980,Ipswich 016C,2,0,0.0,52.03451,1.171601
E01029941,West Suffolk 007A,5,0,0.0,52.31087,0.58183
E01029923,Babergh 006D,3,0,0.0,52.06393,0.762904
E01029925,West Suffolk 015A,3,0,0.0,52.23956,0.402104
E01029926,West Suffolk 002A,6,0,0.0,52.44685,0.640503
E01029927,West Suffolk 002B,8,0,0.0,52.44857,0.622401
E01029928,West Suffolk 002C,6,0,0.0,52.38303,0.668834
E01029929,West Suffolk 002D,9,0,0.0,52.44297,0.605807
E01029930,West Suffolk 002E,10,0,0.0,52.42393,0.594182
E01029937,West Suffolk 008A,7,0,0.0,52.27163,0.377086
E01029938,West Suffolk 004A,3,0,0.0,52.34943,0.519377
E01029939,West Suffolk 004B,2,0,0.0,52.35101,0.496323
E01029940,West Suffolk 004C,7,0,0.0,52.35207,0.51358
E01029981,Ipswich 016D,3,0,0.0,52.02921,1.181696
E01029942,West Suffolk 001A,5,0,0.0,52.41387,0.529254
E01029944,West Suffolk 001B,5,0,0.0,52.42627,0.521696
E01029945,West Suffolk 003A,4,0,0.0,52.3261,0.483136
E01029946,West Suffolk 004D,7,0,0.0,52.35251,0.543753
E01029947,West Suffolk 004E,5,0,0.0,52.34472,0.499772
E01029949,West Suffolk 015B,4,0,0.0,52.24174,0.392642
E01029950,West Suffolk 015C,3,0,0.0,52.24692,0.398986
E01029951,West Suffolk 015D,2,0,0.0,52.24181,0.369413
E01029952,West Suffolk 015E,6,0,0.0,52.25205,0.391702
E01029953,West Suffolk 008B,4,0,0.0,52.25931,0.392973
E01030017,Ipswich 015A,8,0,0.0,52.03849,1.122663
E01030006,Ipswich 008E,4,0,0.0,52.05428,1.188496
E01030007,Ipswich 005A,6,0,0.0,52.06463,1.165638
E01030008,Ipswich 005B,1,0,0.0,52.06853,1.153276
E01030009,Ipswich 005C,3,0,0.0,52.066,1.145597
E01030010,Ipswich 005D,4,0,0.0,52.05987,1.159436
E01030011,Ipswich 005E,2,0,0.0,52.07384,1.168188
E01030012,Ipswich 013A,2,0,0.0,52.04366,1.123592
E01030013,Ipswich 013B,4,0,0.0,52.04701,1.119494
E01030014,Ipswich 013C,5,0,0.0,52.04562,1.112162
E01030015,Ipswich 013D,2,0,0.0,52.03785,1.11378
E01030016,Ipswich 013E,3,0,0.0,52.04154,1.117523
E01030005,Ipswich 008D,7,0,0.0,52.04835,1.190773
E01030018,Ipswich 015B,4,0,0.0,52.04065,1.128414
E01030019,Ipswich 015C,3,0,0.0,52.03667,1.138957
E01030020,Ipswich 015D,6,0,0.0,52.03743,1.130742
E01030021,Ipswich 015E,4,0,0.0,52.03276,1.133288
E01030022,Ipswich 006A,2,0,0.0,52.06477,1.13137
E01030023,Ipswich 006B,5,0,0.0,52.06076,1.137364
E01030024,Ipswich 006C,3,0,0.0,52.06277,1.142057
E01030025,Ipswich 006D,4,0,0.0,52.06151,1.150432
E01030026,Ipswich 006E,4,0,0.0,52.06761,1.13189
E01030027,Ipswich 003A,4,0,0.0,52.06496,1.122365
E01029994,Ipswich 014B,2,0,0.0,52.03908,1.192795
E01029982,Ipswich 016E,3,0,0.0,52.03081,1.177726
E01029983,Ipswich 016F,2,0,0.0,52.03886,1.184248
E01029984,Ipswich 010A,2,0,0.0,52.05343,1.119883
E01029985,Ipswich 010B,8,0,0.0,52.0524,1.137201
E01029986,Ipswich 010C,1,0,0.0,52.04599,1.130611
E01029987,Ipswich 010D,8,0,0.0,52.04885,1.128652
E01029988,Ipswich 010E,7,0,0.0,52.05679,1.14206
E01029990,Ipswich 011B,4,0,0.0,52.05039,1.179612
E01029991,Ipswich 011C,6,0,0.0,52.0448,1.167459
E01029992,Ipswich 011D,1,0,0.0,52.04604,1.175642
E01029922,Babergh 006C,4,0,0.0,52.07717,0.780827
E01029995,Ipswich 014C,6,0,0.0,52.04579,1.186083
E01029996,Ipswich 014D,4,0,0.0,52.04251,1.189656
E01029997,Ipswich 004A,4,0,0.0,52.06684,1.177951
E01029998,Ipswich 004B,4,0,0.0,52.0701,1.193448
E01029999,Ipswich 004C,5,0,0.0,52.06552,1.184862
E01030000,Ipswich 004D,3,0,0.0,52.06299,1.176831
E01030001,Ipswich 004E,4,0,0.0,52.0746,1.181655
E01030002,Ipswich 008A,3,0,0.0,52.05953,1.178569
E01030003,Ipswich 008B,4,0,0.0,52.05739,1.18704
E01030004,Ipswich 008C,3,0,0.0,52.05592,1.194099
E01028035,Bassetlaw 002E,4,0,0.0,53.35502,-0.82073
E01028017,Bassetlaw 010A,6,0,0.0,53.3094,-0.95955
E01028018,Bassetlaw 010B,7,0,0.0,53.30469,-0.94106
E01028019,Bassetlaw 010C,3,0,0.0,53.30748,-0.94989
E01028020,Bassetlaw 010D,6,0,0.0,53.31988,-0.94709
E01028021,Bassetlaw 010E,5,0,0.0,53.31918,-0.9584
E01028022,Bassetlaw 008F,5,0,0.0,53.31463,-0.93921
E01028023,Bassetlaw 003A,9,0,0.0,53.45371,-0.93807
E01028031,Bassetlaw 002C,2,0,0.0,53.44509,-0.83689
E01028032,Bassetlaw 002D,1,0,0.0,53.45,-0.88119
E01028033,Bassetlaw 015C,2,0,0.0,53.29672,-0.83573
E01028034,Bassetlaw 003B,10,0,0.0,53.38304,-1.01695
E01028016,Bassetlaw 005D,5,0,0.0,53.3336,-0.96972
E01028036,Bassetlaw 003C,5,0,0.0,53.32795,-0.99478
E01028037,Bassetlaw 015D,8,0,0.0,53.21944,-0.82776
E01028038,Bassetlaw 015E,4,0,0.0,53.2276,-0.8991
E01028039,Bassetlaw 015F,4,0,0.0,53.26311,-0.81519
E01028317,Newark and Sherwood 004C,5,0,0.0,53.23285,-0.72976
E01028483,Cherwell 011D,1,0,0.0,51.94534,-1.10363
E01029870,Babergh 010A,3,0,0.0,51.95716,1.057858
E01029871,Babergh 011A,4,0,0.0,51.97964,1.120269
E01029872,Babergh 010B,2,0,0.0,51.96333,1.083655
E01029873,Babergh 011B,2,0,0.0,51.98459,1.228639
E01028005,Bassetlaw 002B,2,0,0.0,53.36658,-0.91452
