recorddate,COD_mg.L-1,BOD_mg.L-1,Ammonia_mg.L-1,Total_KjeldahlNitrogen_mg.L-1,Nitrogentotal_mg.L-1,NitrateplusNitrite_mg.L-1,ObjectId
1/12/2016 1:00:00 PM,17,NULL,0.07,2.1,NULL,NULL,692
1/13/2016 1:00:00 PM,20,NULL,0.06,3.0,NULL,NULL,693
1/13/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,694
1/14/2016 1:00:00 PM,20,NULL,0.06,2.6,NULL,NULL,695
1/17/2016 1:00:00 PM,16,NULL,0.07,2.5,NULL,NULL,696
1/18/2016 1:00:00 PM,13,NULL,0.06,3.2,NULL,NULL,697
1/19/2016 1:00:00 PM,16,NULL,0.09,1.9,NULL,NULL,698
1/20/2016 1:00:00 PM,15,NULL,0.08,2.4,NULL,NULL,699
1/21/2016 1:00:00 PM,18,NULL,0.05,2.0,NULL,NULL,700
7/18/2016 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,701
7/19/2016 2:00:00 PM,22,NULL,0.07,1.7,NULL,NULL,702
7/20/2016 2:00:00 PM,28,NULL,0.18,1.8,NULL,NULL,703
7/21/2016 2:00:00 PM,31,NULL,0.09,1.8,NULL,NULL,704
7/24/2016 2:00:00 PM,13,NULL,0.05,2.3,NULL,NULL,705
7/25/2016 2:00:00 PM,18,NULL,0.03,1.2,NULL,NULL,706
7/26/2016 2:00:00 PM,22,NULL,0.04,1.9,NULL,NULL,707
7/26/2016 9:00:00 PM,NULL,2,0.10,1.6,14,13,708
7/27/2016 2:00:00 PM,24,NULL,0.05,1.8,NULL,NULL,709
7/28/2016 2:00:00 PM,24,NULL,0.04,1.9,NULL,NULL,710
7/31/2016 2:00:00 PM,27,NULL,0.09,3.2,NULL,NULL,711
8/1/2016 2:00:00 PM,10,NULL,0.11,2.9,NULL,NULL,712
8/2/2016 2:00:00 PM,20,NULL,0.10,2.0,NULL,NULL,713
8/3/2016 2:00:00 PM,26,NULL,0.10,2.2,NULL,NULL,714
8/3/2016 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,715
8/4/2016 2:00:00 PM,26,NULL,0.10,1.9,NULL,NULL,716
8/7/2016 2:00:00 PM,25,NULL,0.07,2.2,NULL,NULL,717
8/8/2016 2:00:00 PM,25,NULL,0.09,1.8,NULL,NULL,718
8/9/2016 2:00:00 PM,28,NULL,0.07,4.0,NULL,NULL,719
8/10/2016 2:00:00 PM,25,NULL,0.08,2.4,NULL,NULL,720
8/11/2016 2:00:00 PM,28,NULL,0.10,2.8,NULL,NULL,721
8/11/2016 9:00:00 PM,NULL,6,0.10,1.6,13,11,722
8/14/2016 2:00:00 PM,26,NULL,0.10,1.9,NULL,NULL,723
8/15/2016 2:00:00 PM,24,NULL,0.10,2.0,NULL,NULL,724
8/16/2016 2:00:00 PM,25,NULL,0.09,1.5,NULL,NULL,725
8/17/2016 2:00:00 PM,25,NULL,0.10,3.9,NULL,NULL,726
8/17/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,727
8/18/2016 2:00:00 PM,34,NULL,0.10,2.4,NULL,NULL,728
8/21/2016 2:00:00 PM,25,NULL,0.10,2.1,NULL,NULL,729
8/22/2016 2:00:00 PM,26,NULL,0.12,2.5,NULL,NULL,730
8/23/2016 2:00:00 PM,20,NULL,0.10,1.8,NULL,NULL,731
8/23/2016 9:00:00 PM,NULL,2,0.10,1.4,15,14,732
8/24/2016 2:00:00 PM,25,NULL,0.10,1.5,NULL,NULL,733
8/25/2016 2:00:00 PM,30,NULL,0.10,NULL,NULL,NULL,734
8/28/2016 2:00:00 PM,30,NULL,0.20,1.8,NULL,NULL,735
8/29/2016 2:00:00 PM,30,NULL,0.15,2.2,NULL,NULL,736
8/29/2016 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,737
8/30/2016 2:00:00 PM,30,NULL,0.11,2.0,NULL,NULL,738
8/31/2016 2:00:00 PM,30,NULL,0.09,2.0,NULL,NULL,739
9/1/2016 2:00:00 PM,30,NULL,0.09,3.0,NULL,NULL,740
9/4/2016 2:00:00 PM,30,NULL,0.12,5.1,NULL,NULL,741
9/5/2016 2:00:00 PM,26,NULL,0.10,2.2,NULL,NULL,742
9/6/2016 2:00:00 PM,30,NULL,0.21,7.0,NULL,NULL,743
9/6/2016 9:00:00 PM,NULL,3,0.10,1.7,17,15,744
9/7/2016 2:00:00 PM,25,NULL,0.07,2.0,NULL,NULL,745
9/8/2016 2:00:00 PM,26,NULL,0.08,2.0,NULL,NULL,746
9/11/2016 2:00:00 PM,35,NULL,0.14,1.7,NULL,NULL,747
9/12/2016 2:00:00 PM,10,NULL,0.06,2.6,NULL,NULL,748
9/13/2016 2:00:00 PM,33,NULL,0.20,1.6,NULL,NULL,749
9/14/2016 2:00:00 PM,34,NULL,0.30,1.7,NULL,NULL,750
5/22/2016 2:00:00 PM,22,NULL,0.11,2.8,NULL,NULL,751
5/23/2016 2:00:00 PM,20,NULL,0.07,1.9,NULL,NULL,752
5/23/2016 9:00:00 PM,NULL,2,0.10,1.9,20,18,753
5/24/2016 2:00:00 PM,25,NULL,0.07,2.3,NULL,NULL,754
5/25/2016 2:00:00 PM,16,NULL,0.07,1.5,NULL,NULL,755
5/26/2016 2:00:00 PM,30,NULL,0.07,2.8,NULL,NULL,756
5/29/2016 2:00:00 PM,26,NULL,0.12,1.6,NULL,NULL,757
5/30/2016 2:00:00 PM,28,NULL,0.12,1.7,NULL,NULL,758
5/31/2016 2:00:00 PM,30,NULL,0.08,2.0,NULL,NULL,759
5/31/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,760
6/1/2016 2:00:00 PM,24,NULL,0.09,2.8,NULL,NULL,761
6/2/2016 2:00:00 PM,30,NULL,0.11,3.5,NULL,NULL,762
6/5/2016 2:00:00 PM,24,NULL,0.13,1.6,NULL,NULL,763
6/6/2016 2:00:00 PM,21,NULL,0.10,2.4,NULL,NULL,764
6/7/2016 2:00:00 PM,25,NULL,0.07,3.0,NULL,NULL,765
6/8/2016 2:00:00 PM,27,NULL,0.08,2.8,NULL,NULL,766
6/8/2016 9:00:00 PM,NULL,3,0.10,1.9,14,12,767
6/9/2016 2:00:00 PM,30,NULL,0.06,2.7,NULL,NULL,768
6/10/2016 2:00:00 PM,31,NULL,0.11,1.0,NULL,NULL,769
6/13/2016 2:00:00 PM,28,NULL,0.17,2.8,NULL,NULL,770
6/14/2016 2:00:00 PM,20,NULL,0.12,1.7,NULL,NULL,771
6/15/2016 2:00:00 PM,26,NULL,0.19,2.6,NULL,NULL,772
6/16/2016 2:00:00 PM,29,NULL,0.20,1.9,NULL,NULL,773
6/16/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,774
6/19/2016 2:00:00 PM,20,NULL,0.22,1.8,NULL,NULL,775
6/20/2016 2:00:00 PM,23,NULL,0.17,3.9,NULL,NULL,776
6/21/2016 2:00:00 PM,26,NULL,0.21,1.9,NULL,NULL,777
6/22/2016 2:00:00 PM,29,NULL,0.20,2.0,NULL,NULL,778
6/22/2016 9:00:00 PM,NULL,2,0.20,1.6,14,13,779
6/23/2016 2:00:00 PM,30,NULL,0.17,2.6,NULL,NULL,780
6/26/2016 2:00:00 PM,25,NULL,0.10,1.9,NULL,NULL,781
6/27/2016 2:00:00 PM,28,NULL,0.10,3.0,NULL,NULL,782
6/28/2016 2:00:00 PM,30,NULL,0.09,2.6,NULL,NULL,783
6/28/2016 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,784
6/29/2016 2:00:00 PM,30,NULL,0.09,2.2,NULL,NULL,785
6/30/2016 2:00:00 PM,30,NULL,0.08,3.9,NULL,NULL,786
7/3/2016 2:00:00 PM,28,NULL,0.12,2.3,NULL,NULL,787
7/4/2016 2:00:00 PM,25,NULL,0.10,2.2,NULL,NULL,788
7/4/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,789
7/5/2016 2:00:00 PM,23,NULL,0.11,2.9,NULL,NULL,790
7/6/2016 2:00:00 PM,28,NULL,0.11,2.5,NULL,NULL,791
7/7/2016 2:00:00 PM,30,NULL,0.07,1.0,NULL,NULL,792
7/10/2016 2:00:00 PM,20,NULL,0.10,2.0,NULL,NULL,793
7/10/2016 9:00:00 PM,NULL,2,0.10,1.2,22,19,794
7/11/2016 2:00:00 PM,24,NULL,0.10,6.0,NULL,NULL,795
7/12/2016 2:00:00 PM,30,NULL,0.07,2.4,NULL,NULL,796
7/13/2016 2:00:00 PM,30,NULL,0.08,2.0,NULL,NULL,797
7/14/2016 2:00:00 PM,23,NULL,0.10,2.0,NULL,NULL,798
7/17/2016 2:00:00 PM,23,NULL,0.14,1.6,NULL,NULL,799
7/18/2016 2:00:00 PM,23,NULL,0.11,1.1,NULL,NULL,800
9/14/2016 9:00:00 PM,NULL,3,0.20,NULL,NULL,NULL,801
9/15/2016 2:00:00 PM,30,NULL,0.16,2.0,NULL,NULL,802
9/18/2016 2:00:00 PM,29,NULL,0.10,2.4,NULL,NULL,803
9/19/2016 2:00:00 PM,29,NULL,0.10,2.2,NULL,NULL,804
9/20/2016 2:00:00 PM,22,NULL,0.04,3.0,NULL,NULL,805
9/21/2016 2:00:00 PM,28,NULL,0.09,2.0,NULL,NULL,806
9/22/2016 2:00:00 PM,40,NULL,0.07,2.8,NULL,NULL,807
9/22/2016 9:00:00 PM,NULL,3,0.10,2.2,12,10,808
5/11/2017 2:32:00 AM,35,NULL,0.05,3.4,NULL,NULL,809
11/13/2016 1:00:00 PM,15,NULL,0.16,1.8,NULL,NULL,810
9/25/2016 2:00:00 PM,30,NULL,0.09,3.2,NULL,NULL,811
9/26/2016 2:00:00 PM,25,NULL,0.09,2.4,NULL,NULL,812
9/27/2016 2:00:00 PM,24,NULL,0.07,2.5,NULL,NULL,813
9/28/2016 2:00:00 PM,30,NULL,0.07,1.8,NULL,NULL,814
9/28/2016 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,815
9/30/2016 2:00:00 PM,35,NULL,0.13,1.9,NULL,NULL,816
10/2/2016 1:00:00 PM,23,NULL,0.08,1.1,NULL,NULL,817
10/3/2016 1:00:00 PM,27,NULL,0.08,2.1,NULL,NULL,818
10/4/2016 1:00:00 PM,30,NULL,0.08,1.9,NULL,NULL,819
10/4/2016 8:00:00 PM,NULL,4,0.10,1.5,15,13,820
10/5/2016 1:00:00 PM,30,NULL,0.08,1.8,NULL,NULL,821
10/6/2016 1:00:00 PM,20,NULL,0.08,3.0,NULL,NULL,822
10/9/2016 1:00:00 PM,20,NULL,0.12,2.4,NULL,NULL,823
10/10/2016 1:00:00 PM,25,NULL,0.08,2.4,NULL,NULL,824
10/10/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,825
10/11/2016 1:00:00 PM,25,NULL,0.08,1.5,NULL,NULL,826
10/12/2016 1:00:00 PM,35,NULL,0.08,2.2,NULL,NULL,827
10/13/2016 1:00:00 PM,29,NULL,0.10,1.7,NULL,NULL,828
10/16/2016 1:00:00 PM,30,NULL,0.08,3.2,NULL,NULL,829
10/16/2016 8:00:00 PM,NULL,2,0.20,1.7,19,18,830
10/17/2016 1:00:00 PM,20,NULL,0.11,1.7,NULL,NULL,831
10/18/2016 1:00:00 PM,25,NULL,0.07,2.5,NULL,NULL,832
10/19/2016 1:00:00 PM,30,NULL,0.08,1.3,NULL,NULL,833
10/20/2016 1:00:00 PM,25,NULL,0.07,1.6,NULL,NULL,834
10/23/2016 1:00:00 PM,25,NULL,0.09,1.8,NULL,NULL,835
10/24/2016 1:00:00 PM,25,NULL,0.07,1.9,NULL,NULL,836
10/24/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,837
10/25/2016 1:00:00 PM,30,NULL,0.09,1.7,NULL,NULL,838
10/26/2016 1:00:00 PM,20,NULL,0.09,2.4,NULL,NULL,839
10/27/2016 1:00:00 PM,35,NULL,0.09,2.6,NULL,NULL,840
10/30/2016 1:00:00 PM,27,NULL,0.10,2.6,NULL,NULL,841
11/1/2016 1:00:00 PM,20,NULL,0.07,2.0,NULL,NULL,842
11/2/2016 1:00:00 PM,30,NULL,0.09,1.6,NULL,NULL,843
11/2/2016 8:00:00 PM,NULL,3,0.10,1.3,20,19,844
11/3/2016 1:00:00 PM,30,NULL,0.11,2.9,NULL,NULL,845
11/6/2016 1:00:00 PM,20,NULL,0.07,2.7,NULL,NULL,846
11/7/2016 1:00:00 PM,25,NULL,0.07,2.0,NULL,NULL,847
11/8/2016 1:00:00 PM,20,NULL,0.12,2.0,NULL,NULL,848
11/9/2016 1:00:00 PM,25,NULL,0.07,1.6,NULL,NULL,849
11/10/2016 1:00:00 PM,30,NULL,0.05,2.5,NULL,NULL,850
11/10/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,851
11/12/2016 1:00:00 PM,30,NULL,0.09,1.6,NULL,NULL,852
1/10/2017 1:00:00 PM,25,NULL,0.11,2.2,NULL,NULL,853
7/9/2017 9:00:00 PM,NULL,2,0.10,1.1,17,16,854
5/12/2017 2:48:00 AM,35,NULL,0.10,4.0,NULL,NULL,855
7/10/2017 2:58:00 AM,30,NULL,0.11,1.8,NULL,NULL,856
1/11/2017 1:00:00 PM,30,NULL,0.09,3.0,NULL,NULL,857
5/15/2017 3:30:00 AM,35,NULL,0.09,2.5,NULL,NULL,858
11/14/2016 1:00:00 PM,24,NULL,0.07,1.7,NULL,NULL,859
7/11/2017 2:57:00 AM,30,NULL,0.12,1.6,NULL,NULL,860
1/11/2017 8:00:00 PM,NULL,2,0.10,2.0,11,9,861
5/16/2017 2:59:00 AM,35,NULL,0.07,1.7,NULL,NULL,862
11/15/2016 1:00:00 PM,17,NULL,0.10,4.0,NULL,NULL,863
7/12/2017 3:04:00 AM,25,NULL,0.08,1.2,NULL,NULL,864
1/12/2017 1:00:00 PM,27,NULL,0.09,1.7,NULL,NULL,865
5/16/2017 9:00:00 PM,NULL,2,0.10,1.8,15,13,866
11/16/2016 1:00:00 PM,20,NULL,0.07,3.0,NULL,NULL,867
7/13/2017 2:00:00 AM,35,NULL,0.09,1.6,NULL,NULL,868
1/15/2017 1:00:00 PM,29,NULL,0.10,4.0,NULL,NULL,869
5/17/2017 3:03:00 AM,35,NULL,0.06,2.9,NULL,NULL,870
11/16/2016 8:00:00 PM,NULL,4,0.10,1.5,14,13,871
7/14/2017 1:57:00 AM,34,NULL,0.09,1.6,NULL,NULL,872
1/16/2017 1:00:00 PM,25,NULL,0.09,5.0,NULL,NULL,873
5/18/2017 2:09:00 AM,35,NULL,0.10,3.0,NULL,NULL,874
11/17/2016 1:00:00 PM,30,NULL,0.07,2.2,NULL,NULL,875
7/17/2017 4:12:00 AM,35,NULL,0.13,1.7,NULL,NULL,876
1/17/2017 1:00:00 PM,20,NULL,0.07,2.9,NULL,NULL,877
5/19/2017 3:32:00 AM,30,NULL,0.07,2.3,NULL,NULL,878
11/20/2016 1:00:00 PM,16,NULL,0.05,1.1,NULL,NULL,879
7/17/2017 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,880
1/17/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,881
5/22/2017 3:29:00 AM,30,NULL,0.11,2.9,NULL,NULL,882
11/21/2016 1:00:00 PM,15,NULL,0.13,1.6,NULL,NULL,883
7/18/2017 3:56:00 AM,35,NULL,0.11,2.9,NULL,NULL,884
1/18/2017 1:00:00 PM,20,NULL,0.07,4.0,NULL,NULL,885
5/22/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,886
11/22/2016 1:00:00 PM,15,NULL,0.08,1.9,NULL,NULL,887
7/19/2017 2:37:00 AM,33,NULL,0.14,2.7,NULL,NULL,888
1/19/2017 1:00:00 PM,20,NULL,0.08,3.1,NULL,NULL,889
5/23/2017 2:33:00 AM,30,NULL,0.09,3.2,NULL,NULL,890
11/22/2016 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,891
7/20/2017 2:07:00 AM,35,NULL,0.14,1.5,NULL,NULL,892
1/22/2017 1:00:00 PM,20,NULL,0.10,1.0,NULL,NULL,893
5/24/2017 3:40:00 AM,35,NULL,0.08,3.7,NULL,NULL,894
11/23/2016 1:00:00 PM,20,NULL,0.14,1.8,NULL,NULL,895
7/21/2017 4:10:00 AM,29,NULL,0.10,1.4,NULL,NULL,896
1/23/2017 1:00:00 PM,15,NULL,0.07,3.3,NULL,NULL,897
5/25/2017 3:03:00 AM,30,NULL,0.11,1.6,NULL,NULL,898
11/24/2016 1:00:00 PM,17,NULL,0.10,1.5,NULL,NULL,899
7/24/2017 4:02:00 AM,35,NULL,0.11,1.2,NULL,NULL,900
1/23/2017 8:00:00 PM,NULL,2,0.20,1.9,13,12,901
1/24/2017 1:00:00 PM,25,NULL,0.08,3.2,NULL,NULL,902
1/26/2017 1:00:00 PM,25,NULL,0.11,3.0,NULL,NULL,903
1/29/2017 1:00:00 PM,20,NULL,0.10,1.4,NULL,NULL,904
1/30/2017 1:00:00 PM,23,NULL,0.09,2.0,NULL,NULL,905
1/31/2017 1:00:00 PM,20,NULL,0.10,2.3,NULL,NULL,906
1/31/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,907
2/1/2017 1:00:00 PM,20,NULL,0.10,5.0,NULL,NULL,908
2/2/2017 1:00:00 PM,25,NULL,0.12,4.0,NULL,NULL,909
2/5/2017 1:00:00 PM,20,NULL,0.08,7.0,NULL,NULL,910
2/6/2017 1:00:00 PM,15,NULL,0.11,3.3,NULL,NULL,911
2/6/2017 8:00:00 PM,NULL,2,0.10,2.4,13,10,912
2/7/2017 1:00:00 PM,22,NULL,0.11,2.2,NULL,NULL,913
2/8/2017 1:00:00 PM,18,NULL,0.11,3.0,NULL,NULL,914
2/9/2017 1:00:00 PM,30,NULL,0.10,1.9,NULL,NULL,915
2/12/2017 1:00:00 PM,25,NULL,0.11,5.0,NULL,NULL,916
2/12/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,917
2/13/2017 1:00:00 PM,20,NULL,316.00,2.2,NULL,NULL,918
2/14/2017 1:00:00 PM,20,NULL,0.09,2.2,NULL,NULL,919
2/15/2017 1:00:00 PM,25,NULL,0.07,4.0,NULL,NULL,920
2/16/2017 1:00:00 PM,20,NULL,0.05,1.9,NULL,NULL,921
2/19/2017 1:00:00 PM,23,NULL,0.10,2.3,NULL,NULL,922
2/20/2017 1:00:00 PM,28,NULL,0.10,2.4,NULL,NULL,923
2/21/2017 1:00:00 PM,25,NULL,0.10,2.2,NULL,NULL,924
2/22/2017 8:00:00 PM,NULL,3,0.10,2.0,11,9,925
2/23/2017 3:32:00 AM,26,NULL,0.08,2.4,NULL,NULL,926
2/24/2017 2:22:00 AM,25,NULL,0.06,2.2,NULL,NULL,927
2/27/2017 2:10:00 AM,25,NULL,0.11,3.8,NULL,NULL,928
2/28/2017 2:30:00 AM,25,NULL,0.10,2.5,NULL,NULL,929
3/1/2017 2:50:00 AM,24,NULL,0.10,2.4,NULL,NULL,930
3/1/2017 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,931
3/2/2017 1:55:00 AM,21,NULL,0.10,2.5,NULL,NULL,932
3/3/2017 3:19:00 AM,24,NULL,0.10,4.0,NULL,NULL,933
3/6/2017 2:43:00 AM,24,NULL,0.20,2.0,NULL,NULL,934
3/7/2017 1:55:00 AM,29,NULL,0.09,2.0,NULL,NULL,935
3/8/2017 2:13:00 AM,30,NULL,0.09,2.0,NULL,NULL,936
3/9/2017 3:27:00 AM,26,NULL,0.09,1.8,NULL,NULL,937
3/9/2017 8:00:00 PM,NULL,2,0.10,1.7,13,11,938
9/5/2017 2:14:00 AM,35,NULL,0.04,1.5,NULL,NULL,939
11/27/2016 1:00:00 PM,19,NULL,0.08,1.6,NULL,NULL,940
11/28/2016 1:00:00 PM,16,NULL,0.08,1.3,NULL,NULL,941
11/28/2016 8:00:00 PM,NULL,3,0.10,1.6,18,17,942
11/29/2016 1:00:00 PM,15,NULL,0.11,1.4,NULL,NULL,943
11/30/2016 1:00:00 PM,25,NULL,0.12,1.5,NULL,NULL,944
12/1/2016 1:00:00 PM,20,NULL,0.09,1.3,NULL,NULL,945
12/4/2016 1:00:00 PM,31,NULL,0.13,1.8,NULL,NULL,946
12/4/2016 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,947
12/5/2016 1:00:00 PM,25,NULL,0.13,1.8,NULL,NULL,948
12/6/2016 1:00:00 PM,21,NULL,0.14,1.5,NULL,NULL,949
12/7/2016 1:00:00 PM,20,NULL,0.12,1.7,NULL,NULL,950
12/8/2016 1:00:00 PM,26,NULL,0.13,1.7,NULL,NULL,951
12/11/2016 1:00:00 PM,19,NULL,0.08,1.7,NULL,NULL,952
12/12/2016 1:00:00 PM,26,NULL,0.08,2.0,NULL,NULL,953
12/12/2016 8:00:00 PM,NULL,2,0.10,1.5,19,17,954
12/13/2016 1:00:00 PM,29,NULL,0.10,1.0,NULL,NULL,955
12/14/2016 1:00:00 PM,30,NULL,0.08,1.4,NULL,NULL,956
12/15/2016 1:00:00 PM,35,NULL,0.08,2.0,NULL,NULL,957
12/18/2016 1:00:00 PM,20,NULL,0.11,1.5,NULL,NULL,958
12/19/2016 1:00:00 PM,30,NULL,0.09,1.8,NULL,NULL,959
12/20/2016 1:00:00 PM,24,NULL,0.06,1.2,NULL,NULL,960
12/20/2016 8:00:00 PM,NULL,2,0.20,NULL,NULL,NULL,961
12/21/2016 1:00:00 PM,28,NULL,0.09,1.4,NULL,NULL,962
12/22/2016 1:00:00 PM,25,NULL,0.08,1.9,NULL,NULL,963
12/23/2016 1:00:00 PM,23,NULL,0.18,2.0,NULL,NULL,964
9/5/2017 9:00:00 PM,NULL,2,0.10,2.5,19,16,965
12/26/2016 1:00:00 PM,26,NULL,0.24,1.6,NULL,NULL,966
5/26/2017 2:58:00 AM,35,NULL,0.09,3.3,NULL,NULL,967
9/6/2017 2:51:00 AM,40,NULL,0.12,2.8,NULL,NULL,968
7/25/2017 2:11:00 AM,30,NULL,0.09,1.4,NULL,NULL,969
12/27/2016 1:00:00 PM,20,NULL,0.13,1.9,NULL,NULL,970
5/28/2017 9:00:00 PM,NULL,2,0.10,1.4,15,14,971
9/7/2017 2:00:00 AM,35,NULL,0.08,1.7,NULL,NULL,972
7/25/2017 9:00:00 PM,NULL,2,0.10,1.2,15,14,973
12/28/2016 1:00:00 PM,30,NULL,0.10,2.7,NULL,NULL,974
5/29/2017 3:32:00 AM,30,NULL,0.08,2.4,NULL,NULL,975
9/8/2017 2:00:00 AM,35,NULL,0.07,1.7,NULL,NULL,976
7/26/2017 1:55:00 AM,35,NULL,0.12,1.7,NULL,NULL,977
12/28/2016 8:00:00 PM,NULL,4,0.10,1.7,25,23,978
5/30/2017 3:26:00 AM,30,NULL,0.09,1.6,NULL,NULL,979
9/11/2017 2:42:00 AM,35,NULL,0.10,3.0,NULL,NULL,980
7/27/2017 2:19:00 AM,25,NULL,0.13,1.0,NULL,NULL,981
12/29/2016 1:00:00 PM,20,NULL,0.10,1.7,NULL,NULL,982
5/31/2017 3:19:00 AM,35,NULL,0.08,1.9,NULL,NULL,983
9/12/2017 2:32:00 AM,35,NULL,0.08,2.9,NULL,NULL,984
7/28/2017 1:58:00 AM,25,NULL,0.10,1.3,NULL,NULL,985
12/30/2016 1:00:00 PM,20,NULL,0.11,2.0,NULL,NULL,986
6/2/2017 2:21:00 AM,35,NULL,0.09,1.6,NULL,NULL,987
9/13/2017 3:31:00 AM,30,NULL,0.06,1.6,NULL,NULL,988
7/31/2017 3:58:00 AM,30,NULL,0.30,2.2,NULL,NULL,989
1/2/2017 1:00:00 PM,18,NULL,0.15,2.7,NULL,NULL,990
6/5/2017 4:00:00 AM,35,NULL,0.06,1.9,NULL,NULL,991
6/5/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,992
6/6/2017 3:15:00 AM,50,NULL,0.07,1.6,NULL,NULL,993
6/7/2017 3:15:00 AM,35,NULL,0.10,1.2,NULL,NULL,994
6/8/2017 3:53:00 AM,33,NULL,0.08,2.4,NULL,NULL,995
6/9/2017 3:25:00 AM,35,NULL,0.08,1.3,NULL,NULL,996
6/10/2017 2:07:00 AM,35,NULL,0.08,1.6,NULL,NULL,997
6/13/2017 3:21:00 AM,36,NULL,0.12,3.2,NULL,NULL,998
6/14/2017 3:26:00 AM,30,NULL,0.07,2.1,NULL,NULL,999
6/14/2017 3:38:00 AM,30,NULL,0.07,2.1,NULL,NULL,1000
6/15/2017 5:43:00 AM,40,NULL,0.10,1.6,NULL,NULL,1001
6/15/2017 9:00:00 PM,NULL,2,0.10,2.0,12,10,1002
6/16/2017 3:18:00 AM,35,NULL,0.10,3.2,NULL,NULL,1003
6/19/2017 2:08:00 AM,40,NULL,0.12,2.2,NULL,NULL,1004
6/20/2017 3:21:00 AM,30,NULL,0.11,4.0,NULL,NULL,1005
6/21/2017 2:53:00 AM,30,NULL,0.10,2.2,NULL,NULL,1006
6/21/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1007
6/22/2017 2:17:00 AM,40,NULL,0.10,2.2,NULL,NULL,1008
6/23/2017 1:36:00 AM,30,NULL,0.11,3.3,NULL,NULL,1009
6/26/2017 3:24:00 AM,35,NULL,0.09,2.3,NULL,NULL,1010
6/27/2017 2:16:00 AM,28,NULL,0.09,2.0,NULL,NULL,1011
6/27/2017 9:00:00 PM,NULL,2,0.10,0.8,13,12,1012
6/28/2017 2:22:00 AM,30,NULL,0.08,2.0,NULL,NULL,1013
6/29/2017 2:44:00 AM,30,NULL,0.07,3.9,NULL,NULL,1014
6/30/2017 2:48:00 AM,35,NULL,0.06,1.5,NULL,NULL,1015
7/3/2017 3:08:00 AM,30,NULL,0.11,2.8,NULL,NULL,1016
7/3/2017 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1017
7/4/2017 2:28:00 AM,25,NULL,0.12,1.6,NULL,NULL,1018
7/5/2017 3:00:00 AM,28,NULL,0.07,1.6,NULL,NULL,1019
7/6/2017 2:21:00 AM,28,NULL,0.13,1.7,NULL,NULL,1020
7/7/2017 2:16:00 AM,25,NULL,0.13,1.9,NULL,NULL,1021
8/1/2017 2:53:00 AM,30,NULL,0.28,2.8,NULL,NULL,1022
8/2/2017 2:16:00 AM,28,NULL,0.10,3.5,NULL,NULL,1023
8/2/2017 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1024
8/3/2017 2:40:00 AM,30,NULL,0.10,1.7,NULL,NULL,1025
8/4/2017 3:09:00 AM,35,NULL,0.08,1.5,NULL,NULL,1026
8/7/2017 2:32:00 AM,35,NULL,0.13,1.9,NULL,NULL,1027
8/8/2017 2:09:00 AM,35,NULL,0.11,2.0,NULL,NULL,1028
8/9/2017 1:55:00 AM,35,NULL,0.09,1.5,NULL,NULL,1029
8/10/2017 2:39:00 AM,30,NULL,0.09,2.0,NULL,NULL,1030
8/10/2017 9:00:00 PM,NULL,3,0.10,2.1,15,13,1031
8/11/2017 2:42:00 AM,35,NULL,0.07,1.6,NULL,NULL,1032
8/14/2017 3:01:00 AM,40,NULL,0.07,2.3,NULL,NULL,1033
8/14/2017 3:45:00 AM,40,NULL,0.07,2.3,NULL,NULL,1034
8/15/2017 2:18:00 AM,35,NULL,0.12,1.5,NULL,NULL,1035
8/16/2017 2:29:00 AM,30,NULL,0.07,1.6,NULL,NULL,1036
8/16/2017 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1037
8/17/2017 2:12:00 AM,30,NULL,0.07,1.9,NULL,NULL,1038
8/18/2017 2:33:00 AM,30,NULL,0.07,1.6,NULL,NULL,1039
8/21/2017 2:26:00 AM,26,NULL,0.30,3.1,NULL,NULL,1040
