recorddate,COD_mg.L-1,BOD_mg.L-1,Ammonia_mg.L-1,Total_KjeldahlNitrogen_mg.L-1,Nitrogentotal_mg.L-1,NitrateplusNitrite_mg.L-1,ObjectId
12/11/2018 1:44:00 AM,25,NULL,0.20,3.0,NULL,NULL,1382
12/12/2018 1:23:00 AM,25,NULL,0.16,2.6,NULL,NULL,1383
12/13/2018 1:03:00 AM,25,NULL,0.18,3.8,NULL,NULL,1384
12/14/2018 1:46:00 AM,28,NULL,0.10,2.5,NULL,NULL,1385
12/17/2018 1:45:00 AM,20,NULL,0.10,4.0,NULL,NULL,1386
12/18/2018 1:50:00 AM,15,NULL,0.24,3.2,NULL,NULL,1387
5/1/2018 9:00:00 PM,NULL,2,0.10,1.3,15,14,1388
5/2/2018 3:19:00 AM,30,NULL,0.09,2.4,NULL,NULL,1389
5/3/2018 2:01:00 AM,25,NULL,0.09,2.5,NULL,NULL,1390
5/4/2018 2:21:00 AM,25,NULL,0.09,2.1,NULL,NULL,1391
5/7/2018 3:33:00 AM,15,NULL,0.09,1.0,NULL,NULL,1392
5/8/2018 1:58:00 AM,30,NULL,0.08,2.3,NULL,NULL,1393
5/9/2018 2:59:00 AM,25,NULL,0.07,1.0,NULL,NULL,1394
5/9/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1395
5/10/2018 2:44:00 AM,20,NULL,0.09,1.0,NULL,NULL,1396
5/11/2018 2:26:00 AM,20,NULL,0.11,1.7,NULL,NULL,1397
5/14/2018 3:57:00 AM,16,NULL,0.07,1.5,NULL,NULL,1398
5/15/2018 3:23:00 AM,25,NULL,0.10,1.0,NULL,NULL,1399
5/15/2018 9:00:00 PM,NULL,2,0.10,1.6,17,15,1400
5/16/2018 2:57:00 AM,15,NULL,0.08,1.0,NULL,NULL,1401
5/17/2018 2:26:00 AM,25,NULL,0.08,1.0,NULL,NULL,1402
5/18/2018 2:09:00 AM,28,NULL,0.08,1.4,NULL,NULL,1403
5/21/2018 3:47:00 AM,25,NULL,0.09,1.1,NULL,NULL,1404
5/21/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1405
5/22/2018 3:44:00 AM,15,NULL,0.09,0.5,NULL,NULL,1406
5/23/2018 3:24:00 AM,30,NULL,0.08,0.5,NULL,NULL,1407
5/24/2018 2:43:00 AM,25,NULL,0.07,1.0,NULL,NULL,1408
5/25/2018 2:53:00 AM,25,NULL,0.12,1.5,NULL,NULL,1409
5/27/2018 9:00:00 PM,NULL,2,0.10,1.2,19,18,1410
5/28/2018 3:51:00 AM,22,NULL,0.10,2.3,NULL,NULL,1411
5/29/2018 3:33:00 AM,25,NULL,0.10,3.4,NULL,NULL,1412
5/30/2018 3:26:00 AM,20,NULL,0.08,3.2,NULL,NULL,1413
5/31/2018 3:16:00 AM,25,NULL,0.06,1.0,NULL,NULL,1414
6/1/2018 2:12:00 AM,25,NULL,0.09,1.1,NULL,NULL,1415
3/1/2019 1:17:00 AM,28,NULL,0.09,3.7,NULL,NULL,1416
6/4/2018 3:59:00 AM,25,NULL,0.05,1.3,NULL,NULL,1417
2/4/2019 8:00:00 PM,NULL,2,0.20,2.0,16,14,1418
1/16/2018 2:15:00 AM,20,NULL,0.10,1.8,NULL,NULL,1419
3/4/2019 2:05:00 AM,26,NULL,0.12,4.0,NULL,NULL,1420
6/4/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1421
3/15/2018 1:45:00 AM,30,NULL,0.09,1.7,NULL,NULL,1422
2/5/2019 1:36:00 AM,25,NULL,0.10,1.9,NULL,NULL,1423
1/16/2018 8:00:00 PM,NULL,2,0.50,NULL,NULL,NULL,1424
9/6/2018 2:23:00 AM,30,NULL,0.09,1.4,NULL,NULL,1425
3/4/2019 8:00:00 PM,NULL,2,0.10,1.7,15,14,1426
6/5/2018 3:04:00 AM,30,NULL,3.00,1.1,NULL,NULL,1427
3/16/2018 1:13:00 AM,30,NULL,0.06,1.4,NULL,NULL,1428
2/6/2019 1:43:00 AM,20,NULL,0.03,3.3,NULL,NULL,1429
1/17/2018 2:58:00 AM,25,NULL,0.07,2.0,NULL,NULL,1430
9/7/2018 2:15:00 AM,30,NULL,0.09,1.0,NULL,NULL,1431
3/5/2019 12:48:00 AM,25,NULL,0.20,2.0,NULL,NULL,1432
6/6/2018 4:43:00 AM,30,NULL,0.10,1.2,NULL,NULL,1433
3/19/2018 2:27:00 AM,30,NULL,0.08,1.5,NULL,NULL,1434
2/7/2019 1:52:00 AM,25,NULL,0.18,3.1,NULL,NULL,1435
1/18/2018 1:55:00 AM,29,NULL,0.10,3.1,NULL,NULL,1436
9/10/2018 2:33:00 AM,30,NULL,0.09,1.4,NULL,NULL,1437
3/6/2019 2:20:00 AM,30,NULL,0.10,2.3,NULL,NULL,1438
3/7/2019 1:35:00 AM,25,NULL,0.13,4.0,NULL,NULL,1439
3/8/2019 1:27:00 AM,30,NULL,0.10,3.5,NULL,NULL,1440
3/9/2019 12:12:00 AM,25,NULL,0.12,3.2,NULL,NULL,1441
3/11/2019 6:19:00 PM,20,NULL,0.08,2.5,NULL,NULL,1442
3/12/2019 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1443
3/13/2019 1:43:00 AM,25,NULL,0.09,4.7,NULL,NULL,1444
3/14/2019 2:28:00 AM,25,NULL,0.13,3.3,NULL,NULL,1445
3/15/2019 1:42:00 AM,25,NULL,0.07,3.3,NULL,NULL,1446
3/18/2019 1:19:00 AM,30,NULL,0.07,3.1,NULL,NULL,1447
3/19/2019 1:28:00 AM,20,NULL,0.10,3.7,NULL,NULL,1448
3/20/2019 1:22:00 AM,17,NULL,0.11,3.2,NULL,NULL,1449
3/20/2019 8:00:00 PM,NULL,2,0.10,2.4,14,11,1450
3/21/2019 1:12:00 AM,15,NULL,0.15,2.5,NULL,NULL,1451
3/22/2019 1:43:00 AM,25,NULL,0.13,4.7,NULL,NULL,1452
3/24/2019 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1453
3/25/2019 1:56:00 AM,20,NULL,0.05,1.6,NULL,NULL,1454
3/26/2019 1:13:00 AM,25,NULL,0.13,1.3,NULL,NULL,1455
3/27/2019 1:40:00 AM,25,NULL,0.16,1.3,NULL,NULL,1456
3/28/2019 1:51:00 AM,25,NULL,0.06,3.6,NULL,NULL,1457
3/29/2019 1:33:00 AM,40,NULL,0.20,1.6,NULL,NULL,1458
4/1/2019 2:02:00 AM,25,NULL,0.08,3.1,NULL,NULL,1459
4/1/2019 8:00:00 PM,NULL,2,0.40,1.8,17,15,1460
4/2/2019 1:25:00 AM,30,NULL,0.20,2.0,NULL,NULL,1461
4/3/2019 1:24:00 AM,35,NULL,0.08,1.2,NULL,NULL,1462
4/4/2019 12:01:00 AM,30,NULL,0.05,1.3,NULL,NULL,1463
4/5/2019 1:44:00 AM,35,NULL,0.10,2.3,NULL,NULL,1464
4/8/2019 2:09:00 AM,28,NULL,0.10,2.9,NULL,NULL,1465
4/9/2019 1:56:00 AM,30,NULL,0.08,2.9,NULL,NULL,1466
4/9/2019 9:00:00 PM,NULL,2,0.20,NULL,NULL,NULL,1467
4/10/2019 3:11:00 AM,35,NULL,0.12,1.7,NULL,NULL,1468
4/11/2019 2:35:00 AM,29,NULL,0.05,3.2,NULL,NULL,1469
4/12/2019 3:50:00 AM,30,NULL,0.12,3.2,NULL,NULL,1470
4/14/2019 9:00:00 PM,NULL,2,0.10,2.3,19,17,1471
4/15/2019 2:53:00 AM,30,NULL,0.09,3.6,NULL,NULL,1472
9/11/2018 2:33:00 AM,30,NULL,0.18,1.6,NULL,NULL,1473
9/12/2018 1:49:00 AM,25,NULL,0.11,2.2,NULL,NULL,1474
9/12/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1475
9/13/2018 3:04:00 AM,25,NULL,0.06,2.4,NULL,NULL,1476
9/14/2018 2:32:00 AM,25,NULL,0.06,2.2,NULL,NULL,1477
9/17/2018 2:49:00 AM,25,NULL,0.09,1.2,NULL,NULL,1478
9/18/2018 2:19:00 AM,20,NULL,0.08,1.6,NULL,NULL,1479
9/19/2018 2:40:00 AM,20,NULL,0.05,2.9,NULL,NULL,1480
9/20/2018 2:08:00 AM,20,NULL,0.04,2.0,NULL,NULL,1481
9/20/2018 9:00:00 PM,NULL,2,0.10,1.4,14,13,1482
9/21/2018 3:02:00 AM,17,NULL,0.04,2.8,NULL,NULL,1483
9/21/2018 3:14:00 AM,17,NULL,0.04,2.8,NULL,NULL,1484
9/24/2018 2:39:00 AM,25,NULL,0.20,2.0,NULL,NULL,1485
9/25/2018 2:58:00 AM,20,NULL,0.15,2.0,NULL,NULL,1486
9/26/2018 2:38:00 AM,25,NULL,0.15,2.8,NULL,NULL,1487
9/26/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1488
9/27/2018 1:43:00 AM,25,NULL,0.20,1.3,NULL,NULL,1489
9/29/2018 1:50:00 AM,25,NULL,0.16,1.4,NULL,NULL,1490
10/1/2018 2:40:00 AM,25,NULL,0.08,1.5,NULL,NULL,1491
10/2/2018 2:34:00 AM,20,NULL,0.07,1.4,NULL,NULL,1492
10/2/2018 9:00:00 PM,NULL,2,0.10,1.6,17,16,1493
10/3/2018 3:11:00 AM,20,NULL,0.11,1.7,NULL,NULL,1494
10/4/2018 1:48:00 AM,30,NULL,0.05,2.6,NULL,NULL,1495
10/5/2018 3:03:00 AM,23,NULL,0.40,2.8,NULL,NULL,1496
3/20/2018 2:36:00 AM,25,NULL,0.06,1.2,NULL,NULL,1497
10/8/2018 1:46:00 AM,20,NULL,0.13,2.0,NULL,NULL,1498
1/19/2018 1:20:00 AM,30,NULL,0.08,2.0,NULL,NULL,1499
2/8/2019 1:13:00 AM,25,NULL,0.10,3.7,NULL,NULL,1500
3/21/2018 2:54:00 AM,25,NULL,0.06,1.9,NULL,NULL,1501
10/8/2018 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1502
1/22/2018 2:05:00 AM,10,NULL,0.05,2.2,NULL,NULL,1503
2/11/2019 1:30:00 AM,24,NULL,0.15,4.1,NULL,NULL,1504
6/7/2018 2:57:00 AM,28,NULL,0.08,1.4,NULL,NULL,1505
3/21/2018 8:00:00 PM,NULL,2,0.10,1.8,11,10,1506
10/9/2018 1:39:00 AM,20,NULL,0.08,2.4,NULL,NULL,1507
1/22/2018 8:00:00 PM,NULL,2,0.40,1.1,17,16,1508
2/12/2019 1:15:00 AM,16,NULL,0.07,3.3,NULL,NULL,1509
6/8/2018 3:04:00 AM,30,NULL,0.06,1.1,NULL,NULL,1510
3/22/2018 2:05:00 AM,30,NULL,0.06,1.6,NULL,NULL,1511
10/10/2018 1:39:00 AM,30,NULL,0.11,2.4,NULL,NULL,1512
1/23/2018 4:11:00 AM,16,NULL,0.05,1.7,NULL,NULL,1513
2/12/2019 8:00:00 PM,NULL,3,0.30,NULL,NULL,NULL,1514
6/9/2018 2:37:00 AM,30,NULL,0.07,1.1,NULL,NULL,1515
3/23/2018 2:55:00 AM,30,NULL,0.06,1.9,NULL,NULL,1516
10/11/2018 2:08:00 AM,25,NULL,0.08,3.0,NULL,NULL,1517
1/24/2018 1:51:00 AM,20,NULL,0.04,2.0,NULL,NULL,1518
2/13/2019 2:16:00 AM,20,NULL,0.17,2.9,NULL,NULL,1519
6/12/2018 3:11:00 AM,30,NULL,0.08,1.0,NULL,NULL,1520
3/25/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1521
10/12/2018 1:59:00 AM,25,NULL,0.08,3.3,NULL,NULL,1522
1/25/2018 1:24:00 AM,80,NULL,0.06,1.8,NULL,NULL,1523
2/14/2019 12:25:00 AM,25,NULL,0.15,5.0,NULL,NULL,1524
6/13/2018 3:05:00 AM,25,NULL,0.11,1.4,NULL,NULL,1525
3/26/2018 2:49:00 AM,35,NULL,0.07,2.0,NULL,NULL,1526
3/27/2018 1:39:00 AM,30,NULL,0.08,2.8,NULL,NULL,1527
3/28/2018 2:52:00 AM,30,NULL,0.09,2.1,NULL,NULL,1528
3/29/2018 1:07:00 AM,40,NULL,0.09,1.4,NULL,NULL,1529
3/31/2018 12:14:00 AM,35,NULL,0.09,1.3,NULL,NULL,1530
4/2/2018 9:00:00 PM,NULL,3,0.10,1.4,15,14,1531
4/3/2018 2:45:00 AM,30,NULL,0.07,2.3,NULL,NULL,1532
4/4/2018 3:34:00 AM,30,NULL,0.08,4.4,NULL,NULL,1533
4/5/2018 2:32:00 AM,35,NULL,0.08,2.3,NULL,NULL,1534
4/6/2018 3:02:00 AM,20,NULL,0.08,2.0,NULL,NULL,1535
4/9/2018 3:19:00 AM,30,NULL,0.10,2.1,NULL,NULL,1536
4/10/2018 2:55:00 AM,30,NULL,0.08,2.0,NULL,NULL,1537
4/11/2018 3:09:00 AM,35,NULL,0.09,2.2,NULL,NULL,1538
4/12/2018 3:01:00 AM,35,NULL,0.08,2.2,NULL,NULL,1539
4/13/2018 2:55:00 AM,25,NULL,0.08,2.9,NULL,NULL,1540
4/16/2018 3:43:00 AM,35,NULL,0.09,3.0,NULL,NULL,1541
4/17/2018 2:58:00 AM,35,NULL,0.10,1.6,NULL,NULL,1542
4/18/2018 4:00:00 AM,30,NULL,0.09,3.4,NULL,NULL,1543
4/18/2018 9:00:00 PM,NULL,3,0.10,1.8,19,17,1544
4/19/2018 3:26:00 AM,30,NULL,0.10,1.4,NULL,NULL,1545
4/20/2018 2:36:00 AM,30,NULL,0.09,1.8,NULL,NULL,1546
4/23/2018 2:53:00 AM,25,NULL,0.11,1.7,NULL,NULL,1547
4/24/2018 2:30:00 AM,25,NULL,0.09,1.0,NULL,NULL,1548
4/26/2018 2:57:00 AM,30,NULL,0.07,1.4,NULL,NULL,1549
4/26/2018 9:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1550
4/27/2018 2:58:00 AM,25,NULL,0.07,1.0,NULL,NULL,1551
4/30/2018 2:49:00 AM,25,NULL,0.08,1.7,NULL,NULL,1552
5/1/2018 2:22:00 AM,25,NULL,0.09,1.6,NULL,NULL,1553
6/14/2018 2:41:00 AM,20,NULL,0.16,1.0,NULL,NULL,1554
6/14/2018 9:00:00 PM,NULL,2,0.10,1.9,16,14,1555
6/15/2018 2:36:00 AM,30,NULL,0.10,1.2,NULL,NULL,1556
6/18/2018 3:18:00 AM,20,NULL,0.12,1.1,NULL,NULL,1557
6/19/2018 3:26:00 AM,25,NULL,0.15,1.4,NULL,NULL,1558
6/20/2018 3:25:00 AM,17,NULL,0.06,1.0,NULL,NULL,1559
6/20/2018 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1560
6/21/2018 3:08:00 AM,30,NULL,0.06,1.4,NULL,NULL,1561
6/22/2018 2:31:00 AM,25,NULL,0.13,1.0,NULL,NULL,1562
6/25/2018 3:27:00 AM,30,NULL,0.11,1.0,NULL,NULL,1563
6/26/2018 2:21:00 AM,30,NULL,0.11,2.0,NULL,NULL,1564
6/26/2018 9:00:00 PM,NULL,2,0.10,1.4,15,14,1565
6/27/2018 3:34:00 AM,20,NULL,0.05,2.0,NULL,NULL,1566
2/15/2019 1:22:00 AM,30,NULL,0.07,3.7,NULL,NULL,1567
1/27/2018 12:35:00 AM,28,NULL,0.03,2.3,NULL,NULL,1568
1/28/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1569
1/29/2018 1:45:00 AM,25,NULL,0.06,2.1,NULL,NULL,1570
1/30/2018 1:18:00 AM,25,NULL,0.08,1.5,NULL,NULL,1571
1/31/2018 2:14:00 AM,25,NULL,0.08,1.1,NULL,NULL,1572
2/1/2018 1:52:00 AM,26,NULL,0.07,1.1,NULL,NULL,1573
2/2/2018 1:35:00 AM,25,NULL,0.20,1.1,NULL,NULL,1574
2/5/2018 2:07:00 AM,25,NULL,0.08,1.6,NULL,NULL,1575
2/5/2018 8:00:00 PM,NULL,2,0.10,1.4,18,17,1576
2/6/2018 2:29:00 AM,20,NULL,0.08,2.0,NULL,NULL,1577
2/7/2018 2:09:00 AM,28,NULL,0.05,1.1,NULL,NULL,1578
2/8/2018 3:09:00 AM,24,NULL,0.04,2.0,NULL,NULL,1579
2/9/2018 2:31:00 AM,30,NULL,0.05,1.5,NULL,NULL,1580
2/12/2018 3:09:00 AM,25,NULL,0.21,2.2,NULL,NULL,1581
2/13/2018 2:23:00 AM,25,NULL,0.07,2.0,NULL,NULL,1582
2/13/2018 8:00:00 PM,NULL,3,0.10,NULL,NULL,NULL,1583
2/14/2018 2:35:00 AM,29,NULL,0.06,1.8,NULL,NULL,1584
2/15/2018 2:17:00 AM,35,NULL,0.09,1.6,NULL,NULL,1585
2/16/2018 1:47:00 AM,25,NULL,0.07,2.1,NULL,NULL,1586
2/19/2018 2:16:00 AM,26,NULL,0.06,1.5,NULL,NULL,1587
2/20/2018 2:17:00 AM,28,NULL,0.05,2.0,NULL,NULL,1588
2/21/2018 2:19:00 AM,25,NULL,0.05,1.7,NULL,NULL,1589
2/21/2018 8:00:00 PM,NULL,2,0.10,1.4,14,12,1590
2/22/2018 1:36:00 AM,25,NULL,0.05,2.2,NULL,NULL,1591
2/23/2018 3:01:00 AM,25,NULL,0.06,1.0,NULL,NULL,1592
2/26/2018 2:08:00 AM,20,NULL,0.05,1.7,NULL,NULL,1593
2/27/2018 2:00:00 AM,20,NULL,0.05,2.0,NULL,NULL,1594
2/27/2018 8:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1595
10/14/2018 8:00:00 PM,NULL,2,0.10,2.4,17,15,1596
10/15/2018 1:45:00 AM,30,NULL,0.29,1.8,NULL,NULL,1597
10/16/2018 1:40:00 AM,30,NULL,0.20,3.0,NULL,NULL,1598
10/17/2018 1:43:00 AM,26,NULL,0.10,2.6,NULL,NULL,1599
10/18/2018 1:03:00 AM,30,NULL,0.20,2.5,NULL,NULL,1600
4/16/2019 2:44:00 AM,40,NULL,0.19,2.7,NULL,NULL,1601
4/17/2019 2:27:00 AM,28,NULL,0.10,2.0,NULL,NULL,1602
4/18/2019 2:11:00 AM,25,NULL,0.08,6.7,NULL,NULL,1603
4/20/2019 1:31:00 AM,30,NULL,0.12,4.7,NULL,NULL,1604
4/23/2019 2:22:00 AM,28,NULL,0.20,2.8,NULL,NULL,1605
4/23/2019 9:00:00 PM,NULL,2,0.40,NULL,NULL,NULL,1606
4/26/2019 2:33:00 AM,35,NULL,0.07,3.1,NULL,NULL,1607
4/29/2019 2:32:00 AM,25,NULL,0.19,3.8,NULL,NULL,1608
4/30/2019 3:19:00 AM,20,NULL,0.19,3.0,NULL,NULL,1609
5/1/2019 2:14:00 AM,18,NULL,0.15,2.2,NULL,NULL,1610
5/1/2019 9:00:00 PM,NULL,2,0.10,1.7,16,14,1611
5/2/2019 2:38:00 AM,25,NULL,0.16,6.0,NULL,NULL,1612
5/3/2019 2:30:00 AM,29,NULL,0.18,1.1,NULL,NULL,1613
5/6/2019 2:44:00 AM,25,NULL,0.15,3.3,NULL,NULL,1614
5/7/2019 2:33:00 AM,26,NULL,0.10,2.1,NULL,NULL,1615
5/8/2019 2:01:00 AM,29,NULL,0.10,5.5,NULL,NULL,1616
5/8/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1617
5/9/2019 2:53:00 AM,30,NULL,0.10,1.0,NULL,NULL,1618
5/10/2019 2:38:00 AM,35,NULL,0.06,1.7,NULL,NULL,1619
5/13/2019 2:37:00 AM,25,NULL,0.13,2.7,NULL,NULL,1620
5/14/2019 1:59:00 AM,25,NULL,0.12,2.8,NULL,NULL,1621
5/14/2019 9:00:00 PM,NULL,3,0.10,1.8,18,16,1622
5/15/2019 2:43:00 AM,33,NULL,0.06,4.0,NULL,NULL,1623
5/16/2019 2:59:00 AM,30,NULL,0.15,4.0,NULL,NULL,1624
5/17/2019 2:40:00 AM,28,NULL,0.14,3.8,NULL,NULL,1625
5/20/2019 3:01:00 AM,30,NULL,0.40,2.5,NULL,NULL,1626
5/20/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1627
5/21/2019 2:53:00 AM,21,NULL,0.13,1.8,NULL,NULL,1628
5/22/2019 2:36:00 AM,25,NULL,0.10,4.4,NULL,NULL,1629
5/23/2019 2:03:00 AM,30,NULL,0.13,3.1,NULL,NULL,1630
5/24/2019 2:37:00 AM,35,NULL,0.20,2.6,NULL,NULL,1631
5/26/2019 9:00:00 PM,NULL,2,0.20,2.3,20,18,1632
5/27/2019 2:53:00 AM,29,NULL,0.36,3.5,NULL,NULL,1633
5/28/2019 2:07:00 AM,25,NULL,0.17,4.1,NULL,NULL,1634
5/29/2019 2:37:00 AM,25,NULL,0.18,3.5,NULL,NULL,1635
5/30/2019 2:08:00 AM,30,NULL,0.30,2.8,NULL,NULL,1636
5/31/2019 2:18:00 AM,20,NULL,0.21,3.9,NULL,NULL,1637
6/3/2019 3:00:00 AM,35,NULL,0.08,5.3,NULL,NULL,1638
6/3/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1639
6/4/2019 3:41:00 AM,34,NULL,0.15,2.8,NULL,NULL,1640
6/5/2019 2:51:00 AM,25,NULL,0.15,5.1,NULL,NULL,1641
6/6/2019 2:55:00 AM,25,NULL,0.13,4.3,NULL,NULL,1642
6/7/2019 2:41:00 AM,35,NULL,0.10,2.0,NULL,NULL,1643
6/8/2019 1:35:00 AM,20,NULL,0.10,3.9,NULL,NULL,1644
6/11/2019 2:20:00 AM,24,NULL,0.12,2.1,NULL,NULL,1645
6/12/2019 1:48:00 AM,25,NULL,0.22,2.5,NULL,NULL,1646
6/13/2019 1:54:00 AM,25,NULL,0.30,2.6,NULL,NULL,1647
6/13/2019 9:00:00 PM,NULL,2,0.10,2.0,17,15,1648
6/14/2019 2:41:00 AM,25,NULL,0.20,1.8,NULL,NULL,1649
6/17/2019 2:39:00 AM,30,NULL,0.07,1.3,NULL,NULL,1650
6/18/2019 3:03:00 AM,30,NULL,0.07,3.0,NULL,NULL,1651
6/19/2019 2:35:00 AM,25,NULL,0.13,1.8,NULL,NULL,1652
6/19/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1653
6/20/2019 2:43:00 AM,29,NULL,0.16,3.4,NULL,NULL,1654
6/21/2019 3:11:00 AM,25,NULL,0.07,2.7,NULL,NULL,1655
6/25/2019 3:50:00 AM,22,NULL,0.07,2.1,NULL,NULL,1656
6/25/2019 9:00:00 PM,NULL,2,0.10,2.3,19,16,1657
6/26/2019 3:01:00 AM,26,NULL,0.10,2.2,NULL,NULL,1658
6/27/2019 2:58:00 AM,30,NULL,0.10,2.2,NULL,NULL,1659
6/28/2019 2:51:00 AM,30,NULL,0.07,1.8,NULL,NULL,1660
7/1/2019 5:08:00 AM,8,NULL,0.00,NULL,NULL,NULL,1661
7/1/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1662
7/2/2019 2:41:00 AM,20,NULL,0.12,1.8,NULL,NULL,1663
7/3/2019 3:33:00 AM,25,NULL,0.09,2.4,NULL,NULL,1664
7/4/2019 2:20:00 AM,32,NULL,0.10,1.7,NULL,NULL,1665
7/5/2019 2:21:00 AM,30,NULL,0.12,2.2,NULL,NULL,1666
7/7/2019 9:00:00 PM,NULL,2,0.10,2.4,21,18,1667
7/8/2019 2:52:00 AM,25,NULL,0.11,3.2,NULL,NULL,1668
7/9/2019 2:20:00 AM,20,NULL,0.14,3.8,NULL,NULL,1669
7/10/2019 2:27:00 AM,28,NULL,0.05,2.4,NULL,NULL,1670
7/11/2019 2:05:00 AM,21,NULL,0.09,2.6,NULL,NULL,1671
7/12/2019 3:09:00 AM,23,NULL,0.16,1.3,NULL,NULL,1672
7/15/2019 2:23:00 AM,15,NULL,0.14,3.4,NULL,NULL,1673
7/15/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1674
7/16/2019 2:38:00 AM,16,NULL,0.15,3.2,NULL,NULL,1675
7/17/2019 2:41:00 AM,12,NULL,0.13,3.2,NULL,NULL,1676
7/18/2019 1:47:00 AM,20,NULL,0.12,4.0,NULL,NULL,1677
7/19/2019 2:18:00 AM,24,NULL,0.10,2.9,NULL,NULL,1678
7/22/2019 2:23:00 AM,25,NULL,0.05,2.7,NULL,NULL,1679
7/23/2019 2:53:00 AM,29,NULL,0.04,3.4,NULL,NULL,1680
7/23/2019 9:00:00 PM,NULL,2,0.10,1.1,20,19,1681
7/24/2019 2:41:00 AM,20,NULL,0.05,1.7,NULL,NULL,1682
7/25/2019 1:54:00 AM,30,NULL,0.03,2.7,NULL,NULL,1683
7/26/2019 2:33:00 AM,22,NULL,0.06,2.2,NULL,NULL,1684
7/29/2019 2:27:00 AM,25,NULL,0.10,3.0,NULL,NULL,1685
7/30/2019 2:17:00 AM,25,NULL,0.09,2.0,NULL,NULL,1686
7/31/2019 2:30:00 AM,13,NULL,0.10,2.6,NULL,NULL,1687
7/31/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1688
8/1/2019 2:25:00 AM,25,NULL,0.12,2.6,NULL,NULL,1689
8/2/2019 2:31:00 AM,25,NULL,0.09,2.4,NULL,NULL,1690
8/5/2019 2:32:00 AM,30,NULL,0.07,2.7,NULL,NULL,1691
8/6/2019 1:55:00 AM,25,NULL,0.10,1.4,NULL,NULL,1692
8/7/2019 2:23:00 AM,28,NULL,0.07,1.0,NULL,NULL,1693
8/8/2019 2:25:00 AM,30,NULL,0.10,1.4,NULL,NULL,1694
8/8/2019 9:00:00 PM,NULL,2,0.10,1.5,16,15,1695
8/9/2019 3:14:00 AM,20,NULL,0.20,2.6,NULL,NULL,1696
8/12/2019 2:47:00 AM,15,NULL,0.07,1.3,NULL,NULL,1697
8/13/2019 1:53:00 AM,15,NULL,0.11,1.2,NULL,NULL,1698
8/14/2019 2:10:00 AM,25,NULL,0.09,2.0,NULL,NULL,1699
8/14/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1700
8/15/2019 2:19:00 AM,25,NULL,0.07,2.2,NULL,NULL,1701
8/16/2019 2:12:00 AM,25,NULL,0.10,3.5,NULL,NULL,1702
8/19/2019 2:50:00 AM,25,NULL,0.09,1.5,NULL,NULL,1703
8/20/2019 2:29:00 AM,26,NULL,0.10,2.1,NULL,NULL,1704
8/20/2019 9:00:00 PM,NULL,2,0.10,1.1,20,19,1705
8/21/2019 2:04:00 AM,15,NULL,0.10,1.1,NULL,NULL,1706
8/22/2019 2:23:00 AM,15,NULL,0.08,1.3,NULL,NULL,1707
8/23/2019 3:03:00 AM,24,NULL,0.12,1.7,NULL,NULL,1708
8/26/2019 4:48:00 AM,5,NULL,NULL,NULL,NULL,NULL,1709
8/26/2019 9:00:00 PM,NULL,2,0.10,NULL,NULL,NULL,1710
8/27/2019 4:38:00 AM,2,NULL,NULL,NULL,NULL,NULL,1711
8/28/2019 4:40:00 AM,32,NULL,NULL,NULL,NULL,NULL,1712
8/29/2019 5:11:00 AM,16,NULL,NULL,NULL,NULL,NULL,1713
8/30/2019 4:51:00 AM,10,NULL,NULL,NULL,NULL,NULL,1714
9/2/2019 4:47:00 AM,13,NULL,NULL,NULL,NULL,NULL,1715
9/3/2019 4:41:00 AM,4,NULL,NULL,NULL,NULL,NULL,1716
