Collected date,Month,Total phosphorus [ug/L],Collection site
2024-05-22,May,24.1,6007601702
2024-05-22,May,28.0,6007600802
2024-05-22,May,47.5,6007605202
2024-05-22,May,36.4,6007600602
2024-05-22,May,34.9,6007602302
2024-05-22,May,14.0,6007601502
2024-05-22,May,21.7,6007601002
2024-05-22,May,44.2,6006800102
2024-05-22,May,26.8,6007600502
2024-05-22,May,29.5,6007602202
2024-05-22,May,31.0,6007605002
2024-06-19,Jun,15.9,6007605102
2024-06-19,Jun,16.8,6007605002
2024-06-19,Jun,25.7,6007600502
2024-06-19,Jun,58.5,6007600602
2024-06-19,Jun,49.6,6007602302
2024-06-19,Jun,30.8,6007600802
2024-06-19,Jun,23.2,6007602202
2024-12-03,Dec,50.7,17002104102
2024-12-03,Dec,29.3,17002111902
2024-12-03,Dec,6.9,17002102302
2024-12-03,Dec,20.5,17002113002
2024-12-03,Dec,16.0,17002113602
2024-12-03,Dec,21.6,17002107402
2024-12-03,Dec,7.2,17002102102
2024-10-04,Oct,17.9,14002802802
2024-07-05,Jul,156.0,3013400302
2024-07-05,Jul,8.3,14002808902
2024-07-05,Jul,8.4,3013400102
2024-07-05,Jul,7.0,14002809002
2024-07-30,Jul,4.7,19006404502
2024-07-30,Jul,2.2,19006400402
2024-07-30,Jul,6.4,19006401420
2024-08-26,Aug,11.6,19006404502
2024-08-26,Aug,25.6,19006400402
2024-08-26,Aug,10.2,19006400102
2024-08-26,Aug,6.4,19006401420
2024-01-10,Jan,9.1,19006400102
2024-01-10,Jan,13.2,19006404502
2024-01-10,Jan,79.1,19006400402
2024-01-10,Jan,5.8,19006401420
2024-05-11,May,4.9,19006401420
2024-06-19,Jun,13.5,6007601502
2024-06-19,Jun,83.4,6007605202
2024-06-19,Jun,34.8,6007601802
2024-06-19,Jun,17.8,6007601702
2024-06-19,Jun,26.6,6007600302
2024-07-05,Jul,17.4,17002600202
2024-07-05,Jul,15.8,17002601101
2024-06-19,Jun,14.8,6007601002
2024-06-19,Jun,68.3,6007601602
2024-06-19,Jun,50.0,6006800102
2024-06-19,Jun,75.4,6007600402
2024-07-17,Jul,17.3,6007605102
2024-07-17,Jul,90.8,6007601702
2024-07-17,Jul,26.8,6007600502
2024-07-05,Jul,11.1,17002600302
2024-07-05,Jul,13.1,17002600402
2024-07-05,Jul,9.8,17002601302
2024-07-05,Jul,89.5,17002602302
2024-07-05,Jul,19.9,17002601202
2024-07-05,Jul,17.8,17002600102
2024-12-03,Dec,22.8,17002113702
2024-12-03,Dec,9.7,17002107502
2024-12-03,Dec,4.4,17002102502
2024-12-03,Dec,6.5,17002105402
2024-09-04,Sep,20.6,17002113702
2024-09-04,Sep,13.3,17002111902
2024-09-04,Sep,9.9,17002107502
2024-08-05,Aug,8.9,3013401802
2024-08-05,Aug,12.9,14002802802
2024-12-06,Dec,6.1,14002801202
2024-12-06,Dec,14.7,14002809102
2024-05-15,May,7.3,17002105402
2024-09-04,Sep,14.9,17002113602
2024-09-04,Sep,15.3,17002113002
2024-09-04,Sep,8.2,17002102302
2024-09-04,Sep,15.0,17002107402
2024-09-04,Sep,9.8,17002105402
2024-09-04,Sep,8.4,17002102102
2024-08-05,Aug,11.5,14002809102
2024-08-05,Aug,32.4,14002800302
2024-08-05,Aug,24.0,14002803002
2024-08-05,Aug,4.9,14002801202
2024-05-11,May,9.7,19006400102
2024-09-12,Sep,5.4,19006401420
2024-11-26,Nov,6.2,19006401420
2024-11-26,Nov,3.7,19006404502
2024-11-26,Nov,6.2,19006400102
2024-01-29,Jan,6.7,19006401420
2024-03-26,Mar,15.5,19006401420
2024-04-22,Apr,23.5,18369001002
2024-04-22,Apr,12.2,18000017002
2024-04-22,Apr,15.0,18343003402
2024-04-22,Apr,12.8,18343003002
2024-04-22,Apr,26.6,18337012102
2024-07-17,Jul,134.0,6007601602
2024-07-17,Jul,50.9,6007602202
2024-07-17,Jul,52.6,6007600602
2024-04-22,Apr,12.4,18343000202
2024-04-22,Apr,7.9,18349002002
2024-07-17,Jul,89.9,6007605202
2024-07-17,Jul,67.3,6007602302
2024-07-17,Jul,22.3,6007601502
2024-07-17,Jul,61.9,6006800102
2024-07-17,Jul,60.1,6007600302
2024-07-17,Jul,33.1,6007600802
2024-07-17,Jul,71.8,6007600402
2024-07-05,Jul,14.6,17002600902
2024-06-24,Jun,19.6,17002600702
2024-06-24,Jun,22.9,17002601302
2024-06-24,Jun,30.7,17002601202
2024-05-15,May,17.4,17002111902
2024-05-15,May,29.0,17002113702
2024-05-15,May,30.0,17002107402
2024-05-15,May,7.0,17002102502
2024-05-15,May,24.7,17002113602
2024-05-15,May,9.5,17002102102
2024-05-15,May,10.9,17002102302
2024-06-24,Jun,16.0,17002600302
2024-06-24,Jun,13.7,17002602302
2024-06-24,Jun,12.9,17002600402
2024-06-24,Jun,14.0,17002601101
2024-06-24,Jun,17.3,17002600602
2024-06-24,Jun,20.9,17002600202
2024-06-24,Jun,17.1,17002600102
2024-06-24,Jun,18.1,17002602502
2024-06-24,Jun,29.1,17002601902
2024-06-24,Jun,16.7,17002600902
2024-11-06,Nov,11.0,14002808902
2024-11-06,Nov,24.1,3013400302
2024-11-06,Nov,7.2,14002809002
2024-11-06,Nov,10.9,3013400102
2024-04-23,Apr,10.0,18343052002
2024-04-23,Apr,10.9,18343000302
2024-05-27,May,11.9,18000017002
2024-05-27,May,21.0,18343000202
2024-12-06,Dec,7.8,3013401802
2024-04-23,Apr,9.1,18343017502
2024-04-23,Apr,9.2,18343061002
2024-04-23,Apr,7.5,18343000102
2024-04-23,Apr,7.4,18343023002
2024-05-27,May,15.2,18343006102
2024-05-27,May,19.4,18349002002
2024-07-17,Jul,37.2,6007601802
2024-07-17,Jul,36.5,6007601002
2024-08-21,Aug,45.3,6007605202
2024-08-21,Aug,6.0,6007601502
2024-08-21,Aug,8.8,6007601002
2024-08-21,Aug,15.0,6007601702
2024-08-21,Aug,9.8,6007600802
2024-08-21,Aug,31.2,6007600402
2024-05-15,May,8.7,17002107502
2024-05-15,May,29.5,17002104102
2024-09-16,Sep,13.0,16018409902
2024-09-16,Sep,10.3,16018410202
2024-09-16,Sep,16.3,16018415602
2024-09-16,Sep,18.6,16018409002
2024-06-18,Jun,73.7,4001302902
2024-07-10,Jul,9.6,16018409902
2024-05-15,May,23.9,17002113002
2024-07-24,Jul,14.1,17002600402
2024-07-24,Jul,15.1,17002600202
2024-07-24,Jul,15.6,17002600602
2024-07-24,Jul,12.2,17002600302
2024-07-24,Jul,2.1,17002602302
2024-07-24,Jul,9.9,17002601902
2024-07-24,Jul,4.5,17002601101
2024-07-24,Jul,10.2,17002601302
2024-07-24,Jul,16.1,17002600102
2024-07-24,Jul,14.3,17002600702
2024-07-24,Jul,6.4,17002602502
2024-07-24,Jul,10.6,17002601202
2024-08-19,Aug,17.8,17002600102
2024-12-06,Dec,17.3,14002803002
2024-12-06,Dec,35.9,14002800302
2024-12-06,Dec,14.2,14002802802
2024-09-07,Sep,25.2,14002808902
2024-09-07,Sep,10.9,3013400102
2024-08-21,Aug,22.2,6007601602
2024-08-21,Aug,8.3,6007600302
2024-05-27,May,21.8,18343003002
2024-05-27,May,61.3,18337012102
2024-08-21,Aug,23.2,6006800102
2024-08-21,Aug,7.8,6007600502
2024-08-21,Aug,6.2,6007602202
2024-08-21,Aug,17.7,6007605002
2024-08-21,Aug,23.6,6007600602
2024-08-21,Aug,15.6,6007602302
2024-08-21,Aug,8.5,6007605102
2024-08-21,Aug,10.6,6007601802
2024-05-27,May,19.3,18343003402
2024-05-27,May,22.2,18369001002
2024-05-28,May,12.0,18343000102
2024-05-28,May,6.2,18343023002
2024-05-28,May,10.4,18343000302
2024-10-06,Oct,9.1,17002105402
2024-10-06,Oct,7.6,17002102302
2024-10-06,Oct,16.1,17002111902
2024-08-19,Aug,16.8,17002600302
2024-08-19,Aug,16.5,17002600902
2024-08-19,Aug,16.6,17002600602
2024-08-19,Aug,18.1,17002600202
2024-08-19,Aug,16.4,17002600702
2024-08-19,Aug,38.9,17002601302
2024-08-19,Aug,16.7,17002601902
2024-08-19,Aug,15.5,17002600402
2024-08-19,Aug,22.8,17002601101
2024-08-19,Aug,27.6,17002601202
2024-08-19,Aug,12.6,17002602502
2024-08-19,Aug,19.9,17002602302
2024-09-18,Sep,15.6,6007601802
2024-09-18,Sep,20.2,6007600802
2024-10-07,Oct,11.7,3013401802
2024-09-18,Sep,9.9,6007605002
2024-09-18,Sep,13.3,6007601702
2024-09-18,Sep,11.4,6007602202
2024-09-18,Sep,76.1,6007600402
2024-09-07,Sep,22.9,3013400302
2024-10-07,Oct,19.7,14002803002
2024-10-07,Oct,16.4,14002809102
2024-10-07,Oct,12.8,14002801202
2024-10-07,Oct,48.4,14002800302
2024-05-28,May,10.6,18343017502
2024-05-28,May,13.7,18343052002
2024-05-28,May,12.1,18343061002
2024-06-24,Jun,120.0,18337012102
2024-06-24,Jun,12.1,18349002002
2024-06-24,Jun,81.0,18369001002
2024-10-06,Oct,35.1,17002113702
2024-10-06,Oct,14.0,17002102102
2024-10-06,Oct,7.5,17002102502
2024-10-06,Oct,10.2,17002107502
2024-09-23,Sep,14.9,17002600602
2024-09-23,Sep,36.1,17002600102
2024-09-23,Sep,21.6,17002600402
2024-09-23,Sep,22.3,17002601101
2024-09-23,Sep,19.8,17002600702
2024-09-23,Sep,12.4,17002600902
2024-10-06,Oct,22.1,17002104102
2024-10-06,Oct,28.5,17002113002
2024-10-06,Oct,33.2,17002113602
2024-10-06,Oct,19.3,17002107402
2024-09-23,Sep,33.8,17002600202
2024-09-23,Sep,21.7,17002600302
2024-09-23,Sep,14.5,17002602302
2024-09-23,Sep,26.5,17002601302
2024-09-23,Sep,14.3,17002602502
2024-09-23,Sep,32.8,17002601202
2024-09-23,Sep,14.9,17002601902
2024-09-18,Sep,24.7,6007602302
2024-09-18,Sep,8.8,6007601502
2024-09-18,Sep,39.2,6007601602
2024-09-18,Sep,29.6,6007600602
2024-09-18,Sep,22.9,6007600502
2024-09-18,Sep,10.6,6007601002
2024-09-18,Sep,24.7,6006800102
2024-09-18,Sep,19.9,6007600302
2024-09-18,Sep,34.9,6007605202
2024-09-18,Sep,11.1,6007605102
2024-06-24,Jun,67.2,18343000202
2024-06-24,Jun,37.5,18343003402
2024-10-23,Oct,0.5,6007600502
2024-06-24,Jun,12.6,18000017002
2024-06-24,Jun,35.8,18343003002
2024-06-24,Jun,18.0,18343006102
2024-06-25,Jun,7.8,18343000302
2024-10-07,Oct,15.8,14002802802
2024-08-13,Aug,10.7,3013400102
2024-08-13,Aug,6.9,14002809002
2024-08-13,Aug,27.6,3013400302
2024-08-13,Aug,16.0,14002808902
2024-07-17,Jul,7.1,17002102502
2024-07-17,Jul,17.0,17002102302
2024-07-17,Jul,24.4,17002107402
2024-10-30,Oct,10.0,17002602302
2024-10-30,Oct,8.6,17002600602
2024-10-30,Oct,9.3,17002601202
2024-10-30,Oct,15.3,17002600402
2024-10-30,Oct,9.7,17002601902
2024-10-30,Oct,14.9,17002601101
2024-10-30,Oct,9.8,17002601302
2024-10-30,Oct,12.4,17002600302
2024-10-30,Oct,14.2,17002600702
2024-10-30,Oct,11.4,17002600102
2024-10-30,Oct,12.2,17002600202
2024-10-30,Oct,9.5,17002602502
2024-10-30,Oct,6.6,17002600902
2024-10-23,Oct,6.5,6007601802
2024-10-23,Oct,0.6,6007601502
2024-10-23,Oct,3.4,6007601002
2024-10-23,Oct,25.7,6006800102
2024-10-23,Oct,9.3,6007600302
2024-10-23,Oct,10.3,6007605202
2024-10-23,Oct,2.5,6007600802
2024-10-23,Oct,6.7,6007605102
2024-10-23,Oct,26.0,6007601602
2024-10-23,Oct,14.1,6007605002
2024-10-23,Oct,12.8,6007602202
2024-10-23,Oct,13.7,6007600602
2024-10-23,Oct,13.4,6007602302
2024-06-25,Jun,15.1,18343000102
2024-06-25,Jun,5.3,18343023002
2024-06-25,Jun,9.1,18343061002
2024-06-25,Jun,14.0,18343052002
2024-06-25,Jun,12.2,18343017502
2024-07-29,Jul,78.9,18337012102
2024-07-17,Jul,19.6,17002104102
2024-07-17,Jul,21.2,17002113002
2024-07-17,Jul,71.1,17002113602
2024-07-17,Jul,104.0,17002113702
2024-07-17,Jul,17.4,17002102102
2024-07-17,Jul,25.7,17002107502
2024-07-17,Jul,9.5,17002105402
2024-08-14,Aug,7.2,3013401802
2024-08-14,Aug,85.8,14002809102
2024-08-14,Aug,39.7,14002800302
2024-08-14,Aug,16.0,14002803002
2024-08-14,Aug,5.3,14002801202
2024-10-23,Oct,1.9,6007601702
2024-11-25,Nov,4.9,6007605102
2024-11-25,Nov,0.5,6007601502
2024-11-25,Nov,0.9,6007605002
2024-11-19,Nov,3.6,17002601101
2024-11-19,Nov,5.5,17002600702
2024-11-19,Nov,2.4,17002600602
2024-11-19,Nov,2.2,17002600102
2024-11-19,Nov,2.0,17002600302
2024-11-19,Nov,2.2,17002600402
2024-11-19,Nov,5.4,17002601902
2024-11-19,Nov,4.4,17002601202
2024-11-19,Nov,2.6,17002602302
2024-11-19,Nov,3.2,17002601302
2024-11-19,Nov,2.7,17002600202
2024-11-19,Nov,2.9,17002602502
2024-11-19,Nov,2.0,17002600902
2024-09-12,Sep,14.1,17002600902
2024-07-17,Jul,33.7,17002111902
2024-08-14,Aug,35.6,17002111902
2024-08-14,Aug,57.1,17002113602
2024-10-09,Oct,6.4,14002809002
2024-11-09,Nov,6.3,3013400102
2024-08-14,Aug,27.1,17002107402
2024-08-14,Aug,12.8,17002105402
2024-08-14,Aug,7.0,17002102502
2024-08-14,Aug,17.9,17002102102
2024-07-29,Jul,8.5,18349002002
2024-07-29,Jul,19.2,18343003002
2024-07-29,Jul,10.0,18343006102
2024-07-29,Jul,13.4,18343003402
2024-07-29,Jul,37.6,18343000202
2024-07-29,Jul,6.6,18000017002
2024-07-29,Jul,10.6,18369001002
2024-07-30,Jul,6.4,18343017502
2024-07-30,Jul,7.1,18343000102
2024-07-30,Jul,5.0,18343000302
2024-08-14,Aug,9.1,14002802802
2024-10-09,Oct,17.0,3013400302
2024-11-09,Nov,8.1,14002803002
2024-11-09,Nov,50.3,14002800302
2024-11-25,Nov,4.1,6007605202
2024-11-25,Nov,3.2,6007600502
2024-11-25,Nov,13.9,6007600402
2024-10-01,Oct,12.3,17002600902
2024-11-25,Nov,0.3,6007600602
2024-11-25,Nov,6.2,6007601802
2024-11-25,Nov,0.1,6007601002
2024-11-25,Nov,0.2,6007601702
2024-11-25,Nov,13.5,6006800102
2024-11-25,Nov,0.2,6007602302
2024-11-25,Nov,9.5,6007601602
2024-11-25,Nov,3.6,6007600802
2024-02-13,Feb,10.9,17002600902
2024-03-27,Mar,9.9,17002600902
2024-04-17,Apr,16.3,17003100102
2024-04-17,Apr,19.7,17003500402
2024-04-17,Apr,21.3,17003500202
2024-05-29,May,18.9,17003100102
2024-05-29,May,28.7,17003500202
2024-05-29,May,26.0,17003500402
2024-08-14,Aug,16.4,17002113002
2024-08-14,Aug,10.9,17002107502
2024-06-26,Jun,20.6,17003500202
2024-06-26,Jun,15.2,17003100102
2024-06-26,Jun,19.0,17003500402
2024-07-22,Jul,14.4,17003500402
2024-07-22,Jul,18.2,17003500202
2024-08-14,Aug,56.3,17002113702
2024-08-14,Aug,21.4,17002104102
2024-08-14,Aug,12.6,17002102302
2024-07-30,Jul,52.6,18343061002
2024-07-30,Jul,2.5,18343023002
2024-04-22,Apr,11.3,17002109502
2024-04-22,Apr,8.4,17002108602
2024-07-30,Jul,10.7,18343052002
2024-08-26,Aug,19.9,18343003402
2024-11-25,Nov,2.9,6007600302
2024-11-25,Nov,0.4,6007602202
2024-04-22,Apr,9.5,17002100302
2024-04-22,Apr,20.6,17002109202
2024-04-22,Apr,9.0,17002114502
2024-11-09,Nov,7.5,3013401802
2024-11-09,Nov,16.0,14002808902
2024-11-09,Nov,14.3,14002809102
2024-11-09,Nov,4.2,14002801202
2024-07-22,Jul,13.7,17003100102
2024-08-21,Aug,13.3,17003500402
2024-08-21,Aug,18.7,17003500202
2024-11-09,Nov,38.1,17002113702
2024-08-21,Aug,13.1,17003100102
2024-09-16,Sep,10.3,16018413102
2024-09-16,Sep,20.2,16018403702
2024-09-16,Sep,47.8,16018409102
2024-09-23,Sep,22.4,16018403502
2024-11-09,Nov,21.1,17002107402
2024-11-09,Nov,7.5,17002102502
2024-11-09,Nov,10.2,17002105402
2024-11-09,Nov,10.6,17002102302
2024-08-26,Aug,17.1,18343000202
2024-08-26,Aug,15.5,18343006102
2024-08-26,Aug,16.2,18369001002
2024-08-26,Aug,10.7,18349002002
2024-08-26,Aug,22.0,18343003002
2024-08-26,Aug,15.5,18000017002
2024-08-26,Aug,69.9,18337012102
2024-08-20,Aug,12.5,17002108602
2024-08-20,Aug,13.4,17002114502
2024-08-20,Aug,10.0,17002100302
2024-08-20,Aug,10.0,17002109502
2024-08-20,Aug,10.5,17002109202
2024-09-24,Sep,9.1,17002100302
2024-09-24,Sep,5.7,17002108602
2024-09-24,Sep,22.2,17002109202
2024-09-24,Sep,6.6,17002109502
2024-09-24,Sep,5.6,17002114502
2024-10-29,Oct,5.9,17002100302
2024-11-09,Nov,8.6,14002802802
2024-08-10,Aug,6.4,14002809002
2024-10-17,Oct,7.7,14002802802
2024-08-10,Aug,62.3,17002113602
2024-08-10,Aug,29.7,17002113702
2024-08-10,Aug,17.8,17002107402
2024-08-10,Aug,10.0,17002105402
2024-07-16,Jul,8.1,14002809002
2024-08-10,Aug,7.8,3013400302
2024-10-17,Oct,5.8,3013400102
2024-10-17,Oct,56.8,14002808902
2024-10-17,Oct,105.0,14002800302
2024-10-17,Oct,6.9,3013401802
2024-10-17,Oct,10.1,14002803002
2024-10-17,Oct,4.9,14002801202
2024-10-17,Oct,9.3,14002809102
2024-09-16,Sep,13.5,17003500402
2024-09-16,Sep,27.3,17003500202
2024-09-16,Sep,24.7,16018403602
2024-09-16,Sep,16.4,16018403402
2024-09-16,Sep,15.1,17003100102
2024-10-28,Oct,12.9,17003500402
2024-10-28,Oct,9.0,17003100102
2024-11-09,Nov,17.4,17002102102
2024-08-27,Aug,13.9,18343052002
2024-08-27,Aug,15.8,18343000102
2024-11-09,Nov,18.6,17002104102
2024-11-09,Nov,16.0,17002111902
2024-11-09,Nov,47.2,17002113602
2024-11-09,Nov,7.2,17002107502
2024-08-27,Aug,14.5,18343000302
2024-08-27,Aug,17.0,18343017502
2024-08-27,Aug,17.7,18343061002
2024-08-27,Aug,10.2,18343023002
2024-10-29,Oct,9.5,17002109202
2024-11-26,Nov,9.4,17002108602
2024-10-29,Oct,6.3,17002114502
2024-10-29,Oct,5.5,17002109502
2024-10-29,Oct,6.4,17002108602
2024-11-26,Nov,6.4,17002114502
2024-11-26,Nov,6.5,17002109202
2024-11-26,Nov,8.6,17002109502
2024-07-11,Jul,84.6,14002808902
2024-07-11,Jul,132.0,14002800302
2024-07-11,Jul,11.0,14002809102
2024-07-11,Jul,13.0,3013401802
2024-07-11,Jul,8.8,14002801202
2024-07-11,Jul,21.8,14002803002
2024-07-11,Jul,11.9,14002802802
2024-11-09,Nov,15.7,17002113002
2024-12-11,Dec,6.0,3013400102
2024-08-10,Aug,21.3,17002104102
2024-08-10,Aug,23.0,17002113002
2024-08-10,Aug,22.6,17002102102
2024-08-10,Aug,7.7,17002102302
2024-10-28,Oct,22.5,17003500202
2024-11-18,Nov,9.0,17003100102
2024-11-18,Nov,16.0,17003500202
2024-11-18,Nov,14.5,17003500402
2024-04-15,Apr,26.6,17000800202
2024-04-15,Apr,17.9,6015700302
2024-11-26,Nov,23.3,17002100302
2024-06-17,Jun,14.9,17002109202
2024-06-17,Jun,12.2,17002108602
2024-06-17,Jun,9.4,17002100302
2024-06-17,Jun,12.4,17002109502
2024-06-17,Jun,12.0,17002114502
2024-07-22,Jul,9.9,17002114502
2024-07-22,Jul,12.6,17002109202
2024-07-22,Jul,9.6,17002100302
2024-07-22,Jul,3.6,17002109502
2024-07-22,Jul,11.4,17002108602
2024-10-12,Oct,14.4,14002808902
2024-10-12,Oct,4.2,3013400102
2024-10-12,Oct,263.0,14002800302
2024-09-23,Sep,33.6,18343003402
2024-09-23,Sep,7.0,18349002002
2024-09-23,Sep,11.3,18369001002
2024-12-11,Dec,17.9,14002809002
2024-12-11,Dec,12.3,3013400302
2024-10-12,Oct,7.4,14002802802
2024-01-22,Jan,16.7,6010400102
2024-08-10,Aug,7.0,17002107502
2024-08-10,Aug,6.4,17002102502
2024-04-15,Apr,31.5,6016300102
2024-04-15,Apr,32.5,17000600102
2024-04-15,Apr,27.1,6015900102
2024-04-15,Apr,28.8,6015700102
2024-04-15,Apr,28.8,6016400102
2024-05-28,May,25.3,17002109202
2024-05-28,May,20.0,17002114502
2024-05-28,May,9.8,17002100302
2024-05-28,May,13.5,17002109502
2024-05-28,May,15.2,17002108602
2024-02-13,Feb,970.0,16002700102
2024-12-02,Dec,160.0,4001000302
2024-02-13,Feb,26.7,10000100302
2024-03-13,Mar,326.0,4001000302
2024-03-13,Mar,59.2,10000100302
2024-09-23,Sep,9.5,18343000202
2024-09-23,Sep,7.3,18343006102
2024-09-23,Sep,6.9,18000017002
2024-09-23,Sep,34.6,18337012102
2024-09-24,Sep,15.0,18343052002
2024-09-24,Sep,4.5,18343023002
2024-09-24,Sep,11.6,18343061002
2024-05-11,May,12.7,17002102102
2024-05-11,May,5.5,17002105402
2024-05-11,May,2.3,17002111902
2024-05-11,May,17.8,17002113602
2024-05-11,May,14.4,17002113702
2024-01-23,Jan,34.6,6009701102
2024-01-25,Jan,119.0,6008501402
2024-04-16,Apr,439.0,16003000302
2024-01-25,Jan,68.9,6008301902
2024-01-24,Jan,64.5,6008000602
2024-01-24,Jan,44.3,6008200302
2024-12-03,Dec,968.0,16002700102
2024-04-16,Apr,287.0,16003200102
2024-04-16,Apr,129.0,16003200202
2024-04-17,Apr,317.0,4001000302
2024-04-16,Apr,92.0,16001800302
2024-04-16,Apr,429.0,16002700102
2024-04-16,Apr,54.2,10000100302
2024-04-16,Apr,327.0,10000200202
2024-04-15,Apr,7.7,17000800102
2024-04-15,Apr,24.1,17001400102
2024-04-15,Apr,22.3,17000900102
2024-04-15,Apr,17.8,6017200102
2024-04-15,Apr,37.9,17001600102
2024-09-24,Sep,6.7,18343000102
2024-09-24,Sep,7.6,18343000302
2024-09-24,Sep,7.5,18343017502
2024-05-11,May,10.7,17002107402
2024-05-13,May,201.0,16001800302
2024-05-14,May,327.0,4001000302
2024-05-13,May,243.0,16003200102
2024-05-11,May,23.6,17002104102
2024-05-11,May,12.9,17002113002
2024-05-11,May,5.9,17002107502
2024-05-11,May,6.2,17002102502
2024-05-11,May,6.3,17002102302
2024-05-13,May,94.6,10000100302
2024-05-13,May,135.0,16003200202
2024-05-13,May,1390.0,16002700102
2024-05-13,May,737.0,16003000302
2024-02-29,Feb,74.7,6008501402
2024-02-28,Feb,538.0,6008200302
2024-02-29,Feb,63.6,6008301802
2024-02-29,Feb,492.0,6008301902
2024-02-28,Feb,539.0,6008000602
2024-02-26,Feb,25.6,6010400102
2024-06-05,Jun,54.9,6015900102
2024-02-27,Feb,17.5,6009701102
2024-02-26,Feb,31.2,6010400802
2024-02-27,Feb,46.4,6008000702
2024-06-05,Jun,44.3,6016300102
2024-06-05,Jun,473.0,6015700302
2024-06-05,Jun,37.7,17000800202
2024-06-05,Jun,30.1,6017200102
2024-06-05,Jun,46.7,17000600102
2024-10-28,Oct,11.3,18343003402
2024-10-28,Oct,11.2,18000017002
2024-10-28,Oct,37.8,18337012102
2024-10-28,Oct,17.6,18343000202
2024-10-28,Oct,9.5,18343006102
2024-10-28,Oct,10.1,18349002002
2024-10-28,Oct,10.2,18369001002
2024-10-28,Oct,12.9,18343003002
2024-11-12,Nov,14.3,17002102102
2024-05-22,May,21.2,17002113802
2024-05-22,May,5.5,17002113902
2024-10-06,Oct,5030.0,16002700102
2024-10-06,Oct,89.7,10000100302
2024-11-06,Nov,630.0,4001000302
2024-03-18,Mar,30.6,6010400102
2024-06-17,Jun,11.9,17002113902
2024-06-17,Jun,25.8,17002113802
2024-10-06,Oct,218.0,10000200202
2024-10-06,Oct,162.0,16001800302
2024-10-06,Oct,157.0,16003200102
2024-10-06,Oct,206.0,16003200202
2024-10-06,Oct,686.0,16003000302
2024-09-09,Sep,386.0,16003200202
2024-09-09,Sep,3840.0,16002700102
2024-10-09,Oct,2860.0,4001000302
2024-02-26,Feb,14.9,6009701802
2024-03-18,Mar,19.8,6009701802
2024-03-19,Mar,73.1,6008000702
2024-03-19,Mar,23.6,6009701102
2024-03-18,Mar,19.5,6010400802
2024-06-05,Jun,19.6,6015700102
2024-06-05,Jun,37.6,17001400102
2024-06-05,Jun,48.3,6016400102
2024-06-05,Jun,20.8,17000900102
2024-06-05,Jun,38.6,17000800102
2024-06-05,Jun,109.0,17001600102
2024-10-29,Oct,9.2,18343000302
2024-10-29,Oct,8.6,18343052002
2024-10-29,Oct,8.0,18343061002
2024-10-29,Oct,9.8,18343000102
2024-10-29,Oct,12.5,18343017502
2024-10-29,Oct,5.9,18343023002
2024-11-25,Nov,7.8,18349002002
2024-11-25,Nov,10.6,18000017002
2024-10-22,Oct,11.3,17002113802
2024-08-26,Aug,18.0,17002113802
2024-08-26,Aug,4.4,17002113902
2024-11-09,Nov,4.3,17002113902
2024-11-09,Nov,16.0,17002113802
2024-10-22,Oct,4.2,17002113902
2024-04-22,Apr,34.5,16008700502
2024-04-22,Apr,27.9,16008701502
2024-04-22,Apr,37.3,16008700602
2024-04-22,Apr,50.4,16008701002
2024-05-27,May,153.0,16008700602
2024-05-27,May,865.0,16008701002
2024-09-09,Sep,449.0,10000100302
2024-09-09,Sep,974.0,16003000302
2024-09-09,Sep,187.0,16001800302
2024-09-23,Sep,16.6,16018410602
2024-07-10,Jul,13.6,16018413102
2024-07-10,Jul,29.0,16018403702
2024-07-10,Jul,14.1,16018403402
2024-07-10,Jul,14.9,16018409002
2024-09-09,Sep,146.0,16003200102
2024-09-09,Sep,114.0,10000200202
2024-11-25,Nov,17.5,18369001002
2024-07-10,Jul,22.6,16018409102
2024-10-15,Oct,261.0,10000200202
2024-10-15,Oct,681.0,16003000302
2024-10-15,Oct,523.0,16001800302
2024-10-15,Oct,656.0,16002700102
2024-03-21,Mar,17.0,6008301802
2024-03-20,Mar,32.5,6008000602
2024-03-21,Mar,32.6,6008301902
2024-11-25,Nov,9.0,18343003402
2024-11-25,Nov,33.4,18337012102
2024-11-25,Nov,7.8,18343006102
2024-11-25,Nov,18.7,18343003002
2024-11-25,Nov,6.0,18343000202
2024-12-06,Dec,27.6,6015700102
2024-12-06,Dec,52.2,17000900102
2024-12-06,Dec,74.6,6015700302
2024-12-06,Dec,70.1,17001400102
2024-12-06,Dec,34.7,6016400102
2024-12-06,Dec,96.4,17001600102
2024-12-06,Dec,11.3,17000800102
2024-12-06,Dec,58.8,17000600102
2024-10-15,Oct,137.0,16003200102
2024-10-16,Oct,335.0,4001000302
2024-12-11,Dec,842.0,16003000302
2024-03-20,Mar,25.6,6008200302
2024-03-21,Mar,46.4,6008501402
2024-04-16,Apr,53.1,6009701102
2024-05-27,May,1850.0,16008701502
2024-10-15,Oct,54.4,10000100302
2024-10-15,Oct,161.0,16003200202
2024-12-11,Dec,1300.0,16002700102
2024-12-11,Dec,182.0,16001800302
2024-12-11,Dec,82.1,10000100302
2024-11-13,Nov,290.0,4001000302
2024-12-11,Dec,123.0,10000200202
2024-05-27,May,699.0,16008700502
2024-06-17,Jun,97.8,16008700502
2024-06-17,Jun,124.0,16008701002
2024-06-17,Jun,73.7,16008700602
2024-06-17,Jun,68.6,16008701502
2024-12-06,Dec,96.0,6015900102
