Collected date [YYYY-MM-DD],Month,Iron [ug/L],Collection site
2024-02-21,Feb,178.0,6007600402
2024-03-18,Mar,97.1,4001304402
2024-03-18,Mar,67.5,4001304102
2024-03-18,Mar,359.0,4001302502
2024-03-18,Mar,42.5,4001306402
2024-03-18,Mar,131.0,4001301702
2024-09-23,Sep,94.0,3005700702
2024-09-23,Sep,136.0,3005702802
2024-06-08,Jun,19.5,8010300102
2024-06-08,Jun,1.5,8012303002
2024-07-08,Jul,208.0,8012305102
2024-08-08,Aug,24.2,8012305302
2024-04-22,Apr,351.0,16007200102
2024-03-20,Mar,170.0,6007600602
2024-03-20,Mar,182.0,6007601602
2024-03-20,Mar,115.0,6007605202
2024-07-16,Jul,3270.0,8002201902
2024-07-16,Jul,7390.0,8002100202
2024-10-07,Oct,4610.0,6006301202
2024-10-07,Oct,4200.0,6006000802
2024-07-16,Jul,2680.0,4001308302
2024-07-17,Jul,3190.0,4001303302
2024-07-17,Jul,2850.0,4001308202
2024-07-24,Jul,2670.0,3005703102
2024-04-16,Apr,410.0,4001302902
2024-07-15,Jul,1310.0,4001304102
