Station name,Station number,Total samples (PWQO analytes),% total exceedances (PWQO analytes),Risk tier,N Aluminum [ug/L],% exceed Aluminum,N Arsenic [ug/L],% exceed Arsenic,N Boron [ug/L],% exceed Boron,N Cadmium [ug/L],% exceed Cadmium,N Chromium [ug/L],% exceed Chromium,N Copper [ug/L],% exceed Copper,N E. coli [MPN / 100mL],% exceed E. coli,N Iron [ug/L],% exceed Iron,N Lead [ug/L],% exceed Lead,N Mercury [ng/L],% exceed Mercury,N Nickel [ug/L],% exceed Nickel,N Total Phosphorus [ug/L],% exceed Total Phosphorus,N Selenium [ug/L],% exceed Selenium,N Silver [ug/L],% exceed Silver,N Zinc [ug/L],% exceed Zinc,N pH [SU],% exceed pH,station_padded_id,Station name matched
Ganaraska River,06012900502,16,12.5,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,12.5,06012900502,True
Waubuno Creek,04001309702,8,12.5,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,25.0,0,,0,,0,,4,0.0,04001309702,True
Lovers Creek,03007702802,82,12.2,Tier 2,7,42.86,1,0.0,1,0.0,7,14.29,7,14.29,7,0.0,0,,7,28.57,7,0.0,0,,7,0.0,8,37.5,1,0.0,7,0.0,7,0.0,8,0.0,03007702802,True
Holland River,03007700202,82,12.2,Tier 2,7,28.57,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,87.5,1,0.0,7,0.0,7,0.0,8,0.0,03007700202,True
Neebing River,01010700402,91,12.09,Tier 2,8,25.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,100.0,8,0.0,0,,8,0.0,8,12.5,1,0.0,8,0.0,8,0.0,8,0.0,01010700402,True
Twelve Mile Creek,06001701102,83,12.05,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,10,60.0,0,,7,0.0,7,0.0,10,0.0,06001701102,True
Credit River,06007601702,119,11.76,Tier 2,10,50.0,0,,0,,10,0.0,7,0.0,10,0.0,11,36.36,10,20.0,10,0.0,0,,10,0.0,11,18.18,0,,10,0.0,9,0.0,11,9.09,06007601702,True
East Credit River,06007605202,120,11.67,Tier 2,10,0.0,0,,0,,10,0.0,9,0.0,10,0.0,11,63.64,10,10.0,9,0.0,0,,10,0.0,11,54.55,0,,10,0.0,9,0.0,11,0.0,06007605202,True
Credit River,06007600302,120,11.67,Tier 2,10,40.0,0,,0,,10,0.0,8,0.0,10,0.0,11,63.64,10,10.0,10,0.0,0,,10,0.0,11,9.09,0,,10,0.0,9,0.0,11,9.09,06007600302,True
Grand River,16018401002,78,11.54,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,14.29,0,,7,0.0,7,0.0,8,100.0,16018401002,True
South Natiom River,18207015002,70,11.43,Tier 2,6,0.0,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,50.0,6,0.0,0,,6,0.0,8,62.5,0,,6,0.0,6,0.0,8,0.0,18207015002,True
Komoka Creek,04001306302,79,11.39,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,85.71,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,04001306302,True
Orono Creek,06011700202,79,11.39,Tier 2,7,28.57,0,,0,,7,0.0,7,14.29,7,14.29,0,,7,14.29,7,0.0,0,,7,0.0,8,37.5,0,,7,0.0,7,14.29,8,0.0,06011700202,True
Moira River,17002601302,98,11.22,Tier 2,7,14.29,9,77.78,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,28.57,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0,17002601302,True
Cold Creek,17002104602,81,11.11,Tier 2,7,71.43,1,0.0,1,0.0,7,0.0,6,16.67,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0,17002104602,True
Wye River,03007000502,81,11.11,Tier 2,7,100.0,0,,0,,7,0.0,7,14.29,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0,03007000502,True
Grand River,16018403702,18,11.11,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11,9.09,0,,0,,0,,7,14.29,16018403702,True
Hog Creek,03007300202,83,10.84,Tier 2,7,85.71,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,30.0,0,,7,0.0,7,0.0,10,0.0,03007300202,True
North River,03007600502,83,10.84,Tier 2,7,100.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,20.0,0,,7,0.0,7,0.0,10,0.0,03007600502,True
Spencer Creek,09000800702,93,10.75,Tier 2,8,0.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,62.5,8,0.0,0,,8,0.0,9,55.56,1,0.0,8,0.0,8,0.0,9,0.0,09000800702,True
Rideau River,18003303402,75,10.67,Tier 2,6,16.67,0,,0,,6,16.67,6,0.0,6,0.0,0,,6,0.0,6,0.0,0,,6,0.0,11,36.36,0,,5,0.0,6,33.33,11,0.0,18003303402,True
Middle Maitland River,08005603902,85,10.59,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,63.64,0,,7,0.0,7,0.0,11,0.0,08005603902,True
Nonquon River,17002113602,85,10.59,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,57.14,7,0.0,0,,7,0.0,11,45.45,0,,7,0.0,7,0.0,11,0.0,17002113602,True
Blackstock Creek,17002113702,86,10.47,Tier 2,7,28.57,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,11,36.36,0,,7,0.0,7,0.0,12,0.0,17002113702,True
Centreville Creek,06008310402,78,10.26,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,62.5,0,,7,0.0,6,0.0,8,0.0,06008310402,True
Moira River,17002601101,98,10.2,Tier 2,7,0.0,9,100.0,1,0.0,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002601101,True
Sauble River,08013500502,79,10.13,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,50.0,0,,7,0.0,7,0.0,8,12.5,08013500502,True
Jock River,18003303602,79,10.13,Tier 2,7,14.29,0,,0,,7,14.29,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,62.5,0,,7,0.0,7,0.0,8,0.0,18003303602,True
Black Creek,06007600802,119,10.08,Tier 2,10,0.0,0,,0,,10,0.0,7,28.57,10,0.0,11,27.27,10,40.0,10,0.0,0,,10,0.0,11,18.18,0,,10,0.0,9,11.11,11,0.0,06007600802,True
Grand River,16018409002,10,10.0,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,3,33.33,16018409002,True
Crowe River,17002114502,82,9.76,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,71.43,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,28.57,8,0.0,17002114502,True
Mattagami River,19006401420,93,9.68,Tier 2,7,14.29,2,0.0,2,0.0,7,0.0,7,0.0,7,100.0,0,,7,14.29,7,0.0,0,,7,0.0,12,0.0,2,0.0,7,0.0,7,0.0,12,0.0,19006401420,True
Bonnechere River,18369001002,94,9.57,Tier 2,8,75.0,2,0.0,2,0.0,8,0.0,8,12.5,8,0.0,0,,8,12.5,8,0.0,0,,8,0.0,8,12.5,2,0.0,8,0.0,8,0.0,8,0.0,18369001002,True
Grand River,16018401202,87,9.2,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,12,33.33,0,,7,0.0,7,0.0,12,8.33,16018401202,True
Wilmot Creek,06011700302,87,9.2,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,12,33.33,0,,7,0.0,7,0.0,12,0.0,06011700302,True
Moira River,17002602302,98,9.18,Tier 2,7,0.0,9,77.78,1,0.0,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0,17002602302,True
Speed River,16018409902,11,9.09,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,3,33.33,16018409902,True
Mill (Galt) Creek,16018413102,11,9.09,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,3,0.0,16018413102,True
Jackson Creek,17002103802,79,8.86,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,50.0,0,,7,0.0,7,0.0,8,12.5,17002103802,True
Schneider Creek,16018411702,79,8.86,Tier 2,7,14.29,0,,0,,7,0.0,7,28.57,7,14.29,0,,7,14.29,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,14.29,8,0.0,16018411702,True
Trout Creek,17002115602,81,8.64,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,50.0,1,0.0,7,0.0,7,0.0,8,12.5,17002115602,True
Gananoque River,12001700102,81,8.64,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,55.56,0,,7,0.0,7,0.0,9,0.0,12001700102,True
Little Cataraqui Creek,12000201002,81,8.64,Tier 2,7,71.43,0,,0,,7,14.29,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0,12000201002,True
Kemptville Creek,18003300302,35,8.57,Tier 2,3,0.0,0,,0,,3,33.33,3,0.0,3,0.0,0,,3,0.0,3,0.0,0,,3,0.0,4,25.0,0,,3,0.0,3,33.33,4,0.0,18003300302,True
Crowe River,17002108602,82,8.54,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,85.71,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002108602,True
Black River,03007703802,82,8.54,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,28.57,7,0.0,0,,7,0.0,8,62.5,1,0.0,7,0.0,7,0.0,8,0.0,03007703802,True
Ottawa River,18000017002,94,8.51,Tier 2,8,100.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0,18000017002,True
Credit River,06007601802,118,8.47,Tier 2,10,10.0,0,,0,,10,10.0,6,0.0,10,0.0,11,36.36,10,10.0,10,0.0,0,,10,0.0,11,18.18,0,,10,0.0,9,0.0,11,9.09,06007601802,True
Twelve Mile Creek,06001700102,83,8.43,Tier 2,7,71.43,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,10.0,0,,7,0.0,7,0.0,10,0.0,06001700102,True
Attawapiskat River,19004300502,24,8.33,Tier 2,2,100.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,19004300502,True
Muketei River,19004400102,24,8.33,Tier 2,2,100.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,19004400102,True
Ekwan River,19004000102,24,8.33,Tier 2,2,50.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,50.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,19004000102,True
Cobourg Creek West,06013300502,25,8.0,Tier 2,1,100.0,0,,0,,1,0.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,0,,1,0.0,8,12.5,0,,1,0.0,1,0.0,8,0.0,06013300502,True
Speed River,16018403602,79,7.59,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,42.86,8,0.0,16018403602,True
Boyne River,03005700702,79,7.59,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0,03005700702,True
Boyne River,03005700702,79,7.59,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0,03005700702,True
Wye River,03007000302,79,7.59,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,50.0,0,,7,0.0,7,0.0,8,0.0,03007000302,True
Neebing River,01010700202,79,7.59,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,85.71,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,01010700202,True
Mc Vicar Creek,01010500102,93,7.53,Tier 2,8,0.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,75.0,8,0.0,0,,8,0.0,9,0.0,1,0.0,8,0.0,8,0.0,9,11.11,01010500102,True
Wanapitei River,03013400102,80,7.5,Tier 2,7,57.14,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,9,0.0,03013400102,True
Bayfield River,08004000802,94,7.45,Tier 2,8,25.0,0,,0,,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,11,36.36,0,,8,0.0,8,0.0,11,9.09,08004000802,True
Credit River,06007601002,121,7.44,Tier 2,10,40.0,0,,0,,10,0.0,9,0.0,10,0.0,11,18.18,10,10.0,10,0.0,0,,10,0.0,11,9.09,0,,10,0.0,9,0.0,11,9.09,06007601002,True
Gage Creek,06013000102,81,7.41,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,9,22.22,0,,7,0.0,7,0.0,9,11.11,06013000102,True
Root River,13001100202,68,7.35,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,16.67,0,,6,33.33,6,0.0,0,,6,0.0,7,14.29,0,,6,0.0,6,0.0,7,0.0,13001100202,True
Amable Du Fond River,18607008002,83,7.23,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,57.14,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0,18607008002,True
Oshawa Creek West,06011100302,14,7.14,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,14.29,0,,0,,0,,7,0.0,06011100302,True
Bowmanville Creek,06011600602,14,7.14,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,14.29,0,,0,,0,,7,0.0,06011600602,True
Batteaux River,03005400102,15,6.67,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,8,12.5,03005400102,True
Skootamotta River,17002600902,138,6.52,Tier 2,11,9.09,11,0.0,2,0.0,11,0.0,11,0.0,11,0.0,0,,11,72.73,11,0.0,0,,11,0.0,12,0.0,2,0.0,11,0.0,11,0.0,12,0.0,17002600902,True
Mississippi River,18343003002,93,6.45,Tier 2,8,62.5,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,7,14.29,2,0.0,8,0.0,8,0.0,8,0.0,18343003002,True
Saugeen River,08012303002,78,6.41,Tier 2,7,71.43,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,08012303002,True
Garry River,12008601102,78,6.41,Tier 2,7,0.0,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,37.5,0,,6,0.0,7,0.0,8,0.0,12008601102,True
Lynn River,16015900302,79,6.33,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,37.5,0,,7,0.0,7,0.0,8,0.0,16015900302,True
Hog Creek,03007300302,79,6.33,Tier 2,7,57.14,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,03007300302,True
South Saugeen River,08012305102,79,6.33,Tier 2,7,42.86,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,08012305102,True
Speed River,16018403402,79,6.33,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,14.29,8,25.0,16018403402,True
East Wanapitei River,03013401802,79,6.33,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,28.57,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,03013401802,True
Teeswater River,08012304402,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0,08012304402,True
Beatty Saugeen River,08012305002,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,12.5,08012305002,True
Ouse River East,17002114302,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0,17002114302,True
Picton Creek,17000800102,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0,17000800102,True
Cold Creek,17002113302,82,6.1,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,14.29,8,12.5,17002113302,True
Mariposa Brook,17002111902,84,5.95,Tier 2,7,14.29,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,20.0,0,,7,0.0,7,0.0,11,0.0,17002111902,True
Coldwater Creek,13001101002,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,6,33.33,0,,6,0.0,6,0.0,8,0.0,13001101002,True
Farewell Creek,06011200302,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,7,28.57,0,,6,0.0,6,0.0,7,0.0,06011200302,True
Oshawa Creek,06011100802,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,7,28.57,0,,6,0.0,6,0.0,7,0.0,06011100802,True
Blyth Brook,08005600202,87,5.75,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,12,25.0,0,,7,0.0,7,0.0,12,0.0,08005600202,True
Indian River,18343000202,94,5.32,Tier 2,8,12.5,2,0.0,2,0.0,8,0.0,8,12.5,8,12.5,0,,8,0.0,8,0.0,0,,8,0.0,8,25.0,2,0.0,8,0.0,8,0.0,8,0.0,18343000202,True
Pretty River,03005300102,78,5.13,Tier 2,7,28.57,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,12.5,03005300102,True
Pretty River,03005300102,78,5.13,Tier 2,7,28.57,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,12.5,03005300102,True
Deer Creek,17002601202,98,5.1,Tier 2,7,0.0,9,0.0,1,0.0,7,14.29,7,0.0,7,0.0,0,,7,28.57,7,0.0,8,0.0,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0,17002601202,True
Grand River,16018402702,79,5.06,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,14.29,8,12.5,16018402702,True
Bighead River,03003000202,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,03003000202,True
Sauble River,08013500302,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,08013500302,True
Maitland River,08005600302,79,5.06,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0,08005600302,True
Telfer Creek,03001700202,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,12.5,03001700202,True
Mattawa River,18607002002,79,5.06,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0,18607002002,True
Shaw'S Creek,06007605102,121,4.96,Tier 2,10,0.0,0,,0,,10,0.0,9,0.0,10,0.0,11,45.45,10,0.0,10,0.0,0,,10,0.0,11,0.0,0,,10,0.0,9,0.0,11,9.09,06007605102,True
Percy Creek,17002115702,81,4.94,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,6,16.67,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,1,0.0,7,0.0,7,14.29,8,12.5,17002115702,True
Wilton Creek,17003700302,81,4.94,Tier 2,7,28.57,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0,17003700302,True
Salt Creek,17002107102,82,4.88,Tier 2,7,28.57,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0,17002107102,True
Pefferlaw Brook,03007704002,82,4.88,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,37.5,1,0.0,7,0.0,7,0.0,8,12.5,03007704002,True
Beaverton River,03007704102,82,4.88,Tier 2,7,28.57,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0,03007704102,True
Rideau River,18003302602,22,4.55,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11,9.09,0,,0,,0,,11,0.0,18003302602,True
Maitland River,08005600102,68,4.41,Tier 2,6,0.0,0,,0,,6,16.67,6,0.0,6,33.33,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,6,0.0,6,0.0,7,0.0,08005600102,True
Lucknow River,08007600102,68,4.41,Tier 2,6,33.33,0,,0,,6,16.67,6,0.0,6,0.0,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,6,0.0,6,0.0,7,0.0,08007600102,True
Lucknow River,08007600202,24,4.17,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,8.33,0,,0,,0,,12,0.0,08007600202,True
Black River,17002602502,99,4.04,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,57.14,7,0.0,8,0.0,7,0.0,8,0.0,2,0.0,7,0.0,7,0.0,8,0.0,17002602502,True
Rideau River,18003303502,75,4.0,Tier 2,6,0.0,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,0.0,6,16.67,0,,6,0.0,11,0.0,0,,5,0.0,6,33.33,11,0.0,18003303502,True
Garry River,12008600402,78,3.85,Tier 2,7,0.0,0,,0,,7,42.86,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,6,0.0,7,0.0,8,0.0,12008600402,True
Nottawasaga River,03005702802,79,3.8,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,03005702802,True
Nottawasaga River,03005702802,79,3.8,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,03005702802,True
Sydenham River,03001600302,79,3.8,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0,03001600302,True
Millhaven Creek,06018000302,81,3.7,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,22.22,06018000302,True
North River,17002109202,82,3.66,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,14.29,7,0.0,0,,7,28.57,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0,17002109202,True
Anstruther Lake Outlet,17002113902,55,3.64,Tier 2,5,20.0,0,,0,,5,0.0,5,0.0,5,0.0,0,,5,20.0,5,0.0,0,,5,0.0,5,0.0,0,,5,0.0,5,0.0,5,0.0,17002113902,True
Mattagami River,19006400102,83,3.61,Tier 2,7,28.57,2,0.0,2,0.0,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,7,0.0,2,0.0,7,0.0,7,0.0,7,0.0,19006400102,True
Scugog River,17002113002,85,3.53,Tier 2,7,0.0,0,,0,,7,42.86,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0,17002113002,True
Burnt River,17002107502,85,3.53,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,42.86,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0,17002107502,True
Current River,01010400202,93,3.23,Tier 2,8,0.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,37.5,8,0.0,0,,8,0.0,9,0.0,1,0.0,8,0.0,8,0.0,9,0.0,01010400202,True
Moira River,17002600602,98,3.06,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,14.29,8,0.0,17002600602,True
Silver Creek,03007600602,79,2.53,Tier 2,7,0.0,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0,03007600602,True
