Station name,Station number,Total samples (PWQO analytes),% total exceedances (PWQO analytes),Risk tier,N Aluminum [ug/L],% exceed Aluminum,N Arsenic [ug/L],% exceed Arsenic,N Boron [ug/L],% exceed Boron,N Cadmium [ug/L],% exceed Cadmium,N Chromium [ug/L],% exceed Chromium,N Copper [ug/L],% exceed Copper,N E. coli [MPN / 100mL],% exceed E. coli,N Iron [ug/L],% exceed Iron,N Lead [ug/L],% exceed Lead,N Mercury [ng/L],% exceed Mercury,N Nickel [ug/L],% exceed Nickel,N Total Phosphorus [ug/L],% exceed Total Phosphorus,N Selenium [ug/L],% exceed Selenium,N Silver [ug/L],% exceed Silver,N Zinc [ug/L],% exceed Zinc,N pH [SU],% exceed pH
,6011700302,87,9.2,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,12,33.33,0,,7,0.0,7,0.0,12,0.0
Moira River,17002602302,98,9.18,Tier 2,7,0.0,9,77.78,1,0.0,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0
Speed River,16018409902,11,9.09,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,3,33.33
Mill (Galt) Creek,16018413102,11,9.09,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,3,0.0
Jackson Creek,17002103802,79,8.86,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,50.0,0,,7,0.0,7,0.0,8,12.5
Schneider Creek,16018411702,79,8.86,Tier 2,7,14.29,0,,0,,7,0.0,7,28.57,7,14.29,0,,7,14.29,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,14.29,8,0.0
Trout Creek,17002115602,81,8.64,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,50.0,1,0.0,7,0.0,7,0.0,8,12.5
Gananoque River,12001700102,81,8.64,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,55.56,0,,7,0.0,7,0.0,9,0.0
Little Cataraqui Creek,12000201002,81,8.64,Tier 2,7,71.43,0,,0,,7,14.29,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0
Kemptville Creek,18003300302,35,8.57,Tier 2,3,0.0,0,,0,,3,33.33,3,0.0,3,0.0,0,,3,0.0,3,0.0,0,,3,0.0,4,25.0,0,,3,0.0,3,33.33,4,0.0
Crowe River,17002108602,82,8.54,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,85.71,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
,3007703802,82,8.54,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,28.57,7,0.0,0,,7,0.0,8,62.5,1,0.0,7,0.0,7,0.0,8,0.0
Ottawa River,18000017002,94,8.51,Tier 2,8,100.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0
,6007601802,118,8.47,Tier 2,10,10.0,0,,0,,10,10.0,6,0.0,10,0.0,11,36.36,10,10.0,10,0.0,0,,10,0.0,11,18.18,0,,10,0.0,9,0.0,11,9.09
,6001700102,83,8.43,Tier 2,7,71.43,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,10.0,0,,7,0.0,7,0.0,10,0.0
Attawapiskat River,19004300502,24,8.33,Tier 2,2,100.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0
Muketei River,19004400102,24,8.33,Tier 2,2,100.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0
Ekwan River,19004000102,24,8.33,Tier 2,2,50.0,0,,0,,2,0.0,2,0.0,2,0.0,0,,2,50.0,2,0.0,2,0.0,2,0.0,2,0.0,0,,2,0.0,2,0.0,2,0.0
,6013300502,25,8.0,Tier 2,1,100.0,0,,0,,1,0.0,1,0.0,1,0.0,0,,1,0.0,1,0.0,0,,1,0.0,8,12.5,0,,1,0.0,1,0.0,8,0.0
Speed River,16018403602,79,7.59,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,42.86,8,0.0
,3005700702,79,7.59,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0
,3007000302,79,7.59,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,50.0,0,,7,0.0,7,0.0,8,0.0
,1010700202,79,7.59,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,85.71,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
,1010500102,93,7.53,Tier 2,8,0.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,75.0,8,0.0,0,,8,0.0,9,0.0,1,0.0,8,0.0,8,0.0,9,11.11
,3013400102,80,7.5,Tier 2,7,57.14,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,9,0.0
,8004000802,94,7.45,Tier 2,8,25.0,0,,0,,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,11,36.36,0,,8,0.0,8,0.0,11,9.09
,6007601002,121,7.44,Tier 2,10,40.0,0,,0,,10,0.0,9,0.0,10,0.0,11,18.18,10,10.0,10,0.0,0,,10,0.0,11,9.09,0,,10,0.0,9,0.0,11,9.09
,6013000102,81,7.41,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,9,22.22,0,,7,0.0,7,0.0,9,11.11
Root River,13001100202,68,7.35,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,16.67,0,,6,33.33,6,0.0,0,,6,0.0,7,14.29,0,,6,0.0,6,0.0,7,0.0
Amable Du Fond River,18607008002,83,7.23,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,57.14,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0
,6011100302,14,7.14,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,14.29,0,,0,,0,,7,0.0
,6011600602,14,7.14,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,14.29,0,,0,,0,,7,0.0
,3005400102,15,6.67,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,0.0,0,,0,,0,,8,12.5
Skootamotta River,17002600902,138,6.52,Tier 2,11,9.09,11,0.0,2,0.0,11,0.0,11,0.0,11,0.0,0,,11,72.73,11,0.0,0,,11,0.0,12,0.0,2,0.0,11,0.0,11,0.0,12,0.0
Mississippi River,18343003002,93,6.45,Tier 2,8,62.5,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,7,14.29,2,0.0,8,0.0,8,0.0,8,0.0
,8012303002,78,6.41,Tier 2,7,71.43,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0
Garry River,12008601102,78,6.41,Tier 2,7,0.0,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,37.5,0,,6,0.0,7,0.0,8,0.0
Lynn River,16015900302,79,6.33,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,37.5,0,,7,0.0,7,0.0,8,0.0
,3007300302,79,6.33,Tier 2,7,57.14,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
,8012305102,79,6.33,Tier 2,7,42.86,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
Speed River,16018403402,79,6.33,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,14.29,8,25.0
,3013401802,79,6.33,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,28.57,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
,8012304402,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0
,8012305002,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,0.0,0,,0,,0,,8,12.5
Ouse River East,17002114302,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0
Picton Creek,17000800102,16,6.25,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,12.5,0,,0,,0,,8,0.0
Cold Creek,17002113302,82,6.1,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,14.29,8,12.5
Mariposa Brook,17002111902,84,5.95,Tier 2,7,14.29,0,,0,,7,28.57,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,20.0,0,,7,0.0,7,0.0,11,0.0
Coldwater Creek,13001101002,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,6,33.33,0,,6,0.0,6,0.0,8,0.0
,6011200302,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,7,28.57,0,,6,0.0,6,0.0,7,0.0
,6011100802,68,5.88,Tier 2,6,16.67,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,16.67,6,0.0,0,,6,0.0,7,28.57,0,,6,0.0,6,0.0,7,0.0
,8005600202,87,5.75,Tier 2,7,14.29,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,12,25.0,0,,7,0.0,7,0.0,12,0.0
Indian River,18343000202,94,5.32,Tier 2,8,12.5,2,0.0,2,0.0,8,0.0,8,12.5,8,12.5,0,,8,0.0,8,0.0,0,,8,0.0,8,25.0,2,0.0,8,0.0,8,0.0,8,0.0
,3005300102,78,5.13,Tier 2,7,28.57,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,12.5
Deer Creek,17002601202,98,5.1,Tier 2,7,0.0,9,0.0,1,0.0,7,14.29,7,0.0,7,0.0,0,,7,28.57,7,0.0,8,0.0,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0
Grand River,16018402702,79,5.06,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,14.29,8,12.5
,3003000202,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
,8013500302,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
,8005600302,79,5.06,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,14.29,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0
,3001700202,79,5.06,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,12.5
Mattawa River,18607002002,79,5.06,Tier 2,7,42.86,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
,6007605102,121,4.96,Tier 2,10,0.0,0,,0,,10,0.0,9,0.0,10,0.0,11,45.45,10,0.0,10,0.0,0,,10,0.0,11,0.0,0,,10,0.0,9,0.0,11,9.09
Percy Creek,17002115702,81,4.94,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,6,16.67,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,1,0.0,7,0.0,7,14.29,8,12.5
Wilton Creek,17003700302,81,4.94,Tier 2,7,28.57,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,0.0
Salt Creek,17002107102,82,4.88,Tier 2,7,28.57,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0
,3007704002,82,4.88,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,37.5,1,0.0,7,0.0,7,0.0,8,12.5
,3007704102,82,4.88,Tier 2,7,28.57,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,1,0.0,7,0.0,7,0.0,8,0.0
Rideau River,18003302602,22,4.55,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11,9.09,0,,0,,0,,11,0.0
,8005600102,68,4.41,Tier 2,6,0.0,0,,0,,6,16.67,6,0.0,6,33.33,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,6,0.0,6,0.0,7,0.0
,8007600102,68,4.41,Tier 2,6,33.33,0,,0,,6,16.67,6,0.0,6,0.0,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,6,0.0,6,0.0,7,0.0
,8007600202,24,4.17,Tier 2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12,8.33,0,,0,,0,,12,0.0
Black River,17002602502,99,4.04,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,57.14,7,0.0,8,0.0,7,0.0,8,0.0,2,0.0,7,0.0,7,0.0,8,0.0
Rideau River,18003303502,75,4.0,Tier 2,6,0.0,0,,0,,6,0.0,6,0.0,6,0.0,0,,6,0.0,6,16.67,0,,6,0.0,11,0.0,0,,5,0.0,6,33.33,11,0.0
Garry River,12008600402,78,3.85,Tier 2,7,0.0,0,,0,,7,42.86,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,6,0.0,7,0.0,8,0.0
,3005702802,79,3.8,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
,3001600302,79,3.8,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,25.0,0,,7,0.0,7,0.0,8,0.0
,6018000302,81,3.7,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,22.22
North River,17002109202,82,3.66,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,14.29,7,0.0,0,,7,28.57,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Anstruther Lake Outlet,17002113902,55,3.64,Tier 2,5,20.0,0,,0,,5,0.0,5,0.0,5,0.0,0,,5,20.0,5,0.0,0,,5,0.0,5,0.0,0,,5,0.0,5,0.0,5,0.0
Mattagami River,19006400102,83,3.61,Tier 2,7,28.57,2,0.0,2,0.0,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,0,,7,0.0,7,0.0,2,0.0,7,0.0,7,0.0,7,0.0
Scugog River,17002113002,85,3.53,Tier 2,7,0.0,0,,0,,7,42.86,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0
Burnt River,17002107502,85,3.53,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,42.86,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0
,1010400202,93,3.23,Tier 2,8,0.0,1,0.0,1,0.0,8,0.0,8,0.0,8,0.0,0,,8,37.5,8,0.0,0,,8,0.0,9,0.0,1,0.0,8,0.0,8,0.0,9,0.0
Moira River,17002600602,98,3.06,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,14.29,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,14.29,8,0.0
,3007600602,79,2.53,Tier 2,7,0.0,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
Kaibuskong River,18607006002,79,2.53,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
Vermilion River,14002809002,79,2.53,Tier 2,7,28.57,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
,6018000202,80,2.5,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,6,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,0.0,0,,7,0.0,7,0.0,9,11.11
,6007601502,121,2.48,Tier 2,10,0.0,0,,0,,10,0.0,9,0.0,10,0.0,11,18.18,10,0.0,10,0.0,0,,10,0.0,11,0.0,0,,10,0.0,9,0.0,11,9.09
Cataraqui River,12000400202,81,2.47,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,9,11.11,0,,7,0.0,7,0.0,9,0.0
,3006600102,83,2.41,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0
,3007500202,83,2.41,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,10.0,0,,7,0.0,7,0.0,10,0.0
,3007600302,83,2.41,Tier 2,7,14.29,0,,0,,7,0.0,7,14.29,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0
Scugog River,17002104102,85,2.35,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,9.09,0,,7,0.0,7,0.0,11,0.0
Moira River,17002601902,98,2.04,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,28.57,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Tay River,18003300802,67,1.49,Tier 2,6,0.0,0,,0,,6,0.0,6,16.67,6,0.0,0,,6,0.0,6,0.0,0,,6,0.0,7,0.0,0,,5,0.0,6,0.0,7,0.0
Cavan Creek,17002114002,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
Trent River,17002106702,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5
Baxter Creek,17002107702,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
Otonabee River,17002100802,79,1.27,Tier 2,7,0.0,0,,0,,7,14.29,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
Otonabee River,17002106502,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,12.5,0,,7,0.0,7,0.0,8,0.0
,3003600902,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5
,8012305302,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5
,3003601002,79,1.27,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,0.0
,3003600502,79,1.27,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,0,,7,0.0,7,0.0,8,12.5
Trent River,17002111802,80,1.25,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,1,0.0,7,0.0,7,14.29,8,0.0
,3007703602,81,1.23,Tier 2,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,7,0.0,1,0.0,7,0.0,7,0.0,8,12.5
Crowe River,17002100302,82,1.22,Tier 2,7,14.29,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Balsam Lake Outlet,17002105402,85,1.18,Tier 2,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,9.09,0,,7,0.0,7,0.0,11,0.0
Pigeon River,17002107402,85,1.18,Tier 2,7,14.29,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0
Napanee River,17003500202,88,1.14,Tier 2,8,0.0,1,0.0,1,0.0,7,0.0,8,12.5,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0
Fall River,18343061002,94,1.06,Tier 2,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,12.5,2,0.0,8,0.0,8,0.0,8,0.0
Buckshot Creek,18343000102,94,1.06,Tier 2,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,12.5,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0
Moira River,17002600102,98,1.02,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0
Moira River,17002600202,98,1.02,Tier 2,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,12.5,1,0.0,7,0.0,7,0.0,8,0.0
Moira River,17002600302,98,1.02,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Moira River,17002600402,98,1.02,Tier 2,7,0.0,9,11.11,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Clare River,17002600702,98,0.0,Tier 1,7,0.0,9,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,8,0.0,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Madawaska River,18349002002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0
Clyde River,18343052002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0
Mississippi River,18343023002,94,0.0,Tier 1,8,0.0,2,0.0,2,0.0,8,0.0,8,0.0,8,0.0,0,,8,0.0,8,0.0,0,,8,0.0,8,0.0,2,0.0,8,0.0,8,0.0,8,0.0
Napanee River,17003500402,88,0.0,Tier 1,8,0.0,1,0.0,1,0.0,7,0.0,8,0.0,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0
Salmon River,17003100102,88,0.0,Tier 1,8,0.0,1,0.0,1,0.0,7,0.0,8,0.0,7,0.0,0,,8,0.0,7,0.0,0,,8,0.0,8,0.0,1,0.0,8,0.0,8,0.0,8,0.0
Sturgeon Lake Outlet,17002102102,87,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,12,0.0,0,,7,0.0,7,0.0,12,0.0
Gull River,17002102502,85,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0
Cameron Lake Outlet,17002102302,85,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,11,0.0,0,,7,0.0,7,0.0,11,0.0
,3007701302,83,0.0,Tier 1,7,0.0,0,,0,,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,10,0.0,0,,7,0.0,7,0.0,10,0.0
Beaver Creek,17002109502,82,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,7,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Mayhew Creek,17002112802,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Trent River,17002153802,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
Trent River,17002105702,81,0.0,Tier 1,7,0.0,1,0.0,1,0.0,7,0.0,6,0.0,7,0.0,0,,7,0.0,7,0.0,0,,7,0.0,8,0.0,1,0.0,7,0.0,7,0.0,8,0.0
